model,arm,phase3_type,image_idx,y_true,k_corr,phase1_l2,phase1_queries,winning_corruption,best_l2,final_l2,IR_phase3,n_gens,queries_phase3,p1_jpeg,p1_blur,p1_brightness,p1_contrast,p1_inversion,p1_hue_shift,p1_posterize,p1_fractal_random,p1_low_freq_rand
robust,C_full,pixel,53,7,5,3.600069829947934,243,blur,3.5894105178076052,3.5894105178076052,0.00296086260651306,13,1283,,3.600069829947934,15.09128473691507,6.493027879733446,,,,5.595823109576688,9.708750630744019
robust,E_rand,random_sub,53,7,5,3.600069829947934,243,blur,3.5980886266528818,3.5981491693722703,0.0005503235738848959,19,1263,,3.600069829947934,15.09128473691507,6.493027879733446,,,,5.595823109576688,9.708750630744019
robust,E_corr,corrupt_sub,53,7,5,3.600069829947934,243,blur,3.597269819681087,3.629208439903684,0.0007777655431999104,13,1261,,3.600069829947934,15.09128473691507,6.493027879733446,,,,5.595823109576688,9.708750630744019
standard,C_full,pixel,54,6,8,2.44327563049681,379,blur,1.17538107348902,1.17538107348902,0.5189322650224196,16,1130,2.962630435200364,2.44327563049681,28.029168288078797,15.240798495850889,15.240888360502522,7.620227037629963,,2.7473954443737516,13.055586472932069
standard,E_rand,random_sub,54,6,8,2.44327563049681,379,blur,2.440539853988914,2.440539853994487,0.0011197166925206268,15,1127,2.962630435200364,2.44327563049681,28.029168288078797,15.240798495850889,15.240888360502522,7.620227037629963,,2.7473954443737516,13.055586472932069
standard,E_corr,corrupt_sub,54,6,8,2.44327563049681,379,blur,2.2317018494469507,2.2924334916494913,0.08659431560197674,15,1144,2.962630435200364,2.44327563049681,28.029168288078797,15.240798495850889,15.240888360502522,7.620227037629963,,2.7473954443737516,13.055586472932069
robust,C_full,pixel,54,6,5,7.156456323407854,268,blur,7.127538925327052,7.127560002022473,0.0040407426209277415,18,1238,,7.156456323407854,22.888214905371193,11.934868179540167,11.934916949558122,,,,12.39592089260952
robust,E_rand,random_sub,54,6,5,7.156456323407854,268,blur,7.156180570903772,7.156357678350741,3.853199008279636e-05,17,1233,,7.156456323407854,22.888214905371193,11.934868179540167,11.934916949558122,,,,12.39592089260952
robust,E_corr,corrupt_sub,54,6,5,7.156456323407854,268,blur,6.776479011232108,6.806827871163011,0.05309573551547974,17,1245,,7.156456323407854,22.888214905371193,11.934868179540167,11.934916949558122,,,,12.39592089260952
standard,C_full,pixel,55,6,6,2.231319209492232,288,blur,2.073641074468051,2.086381097549389,0.07066587978690095,19,1239,2.280743020980483,2.231319209492232,27.072701604109596,8.216596207579016,,,,4.530521019181022,9.195567805166526
standard,E_rand,random_sub,55,6,6,2.231319209492232,288,blur,2.2291782612675095,2.2292136738936623,0.0009594988541373928,19,1225,2.280743020980483,2.231319209492232,27.072701604109596,8.216596207579016,,,,4.530521019181022,9.195567805166526
standard,E_corr,corrupt_sub,55,6,6,2.231319209492232,288,blur,2.231319209492232,2.4288603445605004,0.0,12,1214,2.280743020980483,2.231319209492232,27.072701604109596,8.216596207579016,,,,4.530521019181022,9.195567805166526
robust,C_full,pixel,55,6,6,4.555239127304953,288,blur,4.551142719640439,4.578178769974376,0.0008992739019909463,18,1239,5.3954061639066735,4.555239127304953,14.386038310747686,5.378645195115869,,,10.460824918392914,,9.163296154006456
robust,E_rand,random_sub,55,6,6,4.555239127304953,288,blur,4.55184318465455,4.55184318465455,0.0007455026082048088,30,1232,5.3954061639066735,4.555239127304953,14.386038310747686,5.378645195115869,,,10.460824918392914,,9.163296154006456
robust,E_corr,corrupt_sub,55,6,6,4.555239127304953,288,blur,4.506149839382688,4.639991283335258,0.010776445879210566,15,1218,5.3954061639066735,4.555239127304953,14.386038310747686,5.378645195115869,,,10.460824918392914,,9.163296154006456
standard,C_full,pixel,56,2,7,3.102315589173035,302,jpeg,1.7374934233507184,1.7374934233507184,0.4399365978707952,16,1219,3.102315589173035,5.034391484114737,26.86039754066192,10.278230557911579,,,14.406150609377121,3.3461092582024823,15.759542542716439
standard,E_rand,random_sub,56,2,7,3.102315589173035,302,jpeg,3.101552288069284,3.1015981392461116,0.0002460423776405041,17,1225,3.102315589173035,5.034391484114737,26.86039754066192,10.278230557911579,,,14.406150609377121,3.3461092582024823,15.759542542716439
standard,E_corr,corrupt_sub,56,2,7,3.102315589173035,302,jpeg,2.7460863358811762,2.9308194030228925,0.11482689076994154,17,1225,3.102315589173035,5.034391484114737,26.86039754066192,10.278230557911579,,,14.406150609377121,3.3461092582024823,15.759542542716439
robust,C_full,pixel,56,2,4,5.668682266491961,195,blur,4.873207561622635,4.873207561622635,0.14032797526357074,16,1319,,5.668682266491961,16.673146833121056,6.235680835247835,,,,5.705821303558315,
robust,E_rand,random_sub,56,2,4,5.668682266491961,195,blur,5.6648092218277935,5.672695778969131,0.0006832354473387607,11,1331,,5.668682266491961,16.673146833121056,6.235680835247835,,,,5.705821303558315,
robust,E_corr,corrupt_sub,56,2,4,5.668682266491961,195,blur,1.8509337351139876,1.9035571907487847,0.6734807759371156,21,1332,,5.668682266491961,16.673146833121056,6.235680835247835,,,,5.705821303558315,
standard,C_full,pixel,57,1,7,1.9356154225298015,300,fractal_random,1.2450379623181804,1.2450379623181804,0.3567741051107422,17,1227,2.7046689455169517,2.1773378537775274,20.60128413249076,8.12018012131653,8.120292575390708,,15.05166414361607,1.9356154225298015,
standard,E_rand,random_sub,57,1,7,1.9356154225298015,300,fractal_random,1.9332998226407976,1.9332998226482507,0.0011963119646863736,15,1217,2.7046689455169517,2.1773378537775274,20.60128413249076,8.12018012131653,8.120292575390708,,15.05166414361607,1.9356154225298015,
standard,E_corr,corrupt_sub,57,1,7,1.9356154225298015,300,fractal_random,1.3371401551472752,1.342051551113054,0.309191206278122,16,1200,2.7046689455169517,2.1773378537775274,20.60128413249076,8.12018012131653,8.120292575390708,,15.05166414361607,1.9356154225298015,
robust,C_full,pixel,57,1,7,3.9395490465859324,336,blur,3.9228206293454124,3.9228206293454124,0.004246277186221876,17,1175,4.319777732178715,3.9395490465859324,14.127147044077173,5.82425834161842,5.824274726617641,,,5.80584975520115,11.700201557637207
robust,E_rand,random_sub,57,1,7,3.9395490465859324,336,blur,3.9383354096819607,3.944596622903289,0.0003080649306862794,13,1188,4.319777732178715,3.9395490465859324,14.127147044077173,5.82425834161842,5.824274726617641,,,5.80584975520115,11.700201557637207
robust,E_corr,corrupt_sub,57,1,7,3.9395490465859324,336,blur,3.712640735275376,3.720723383863707,0.05759753429322024,17,1184,4.319777732178715,3.9395490465859324,14.127147044077173,5.82425834161842,5.824274726617641,,,5.80584975520115,11.700201557637207
standard,C_full,pixel,58,2,7,3.0197970081709093,302,fractal_random,3.0197970081709093,3.041941959414986,0.0,4,1224,4.983636412789896,4.022984751054653,20.04939962085815,14.12201807860537,,,14.68926495169555,3.0197970081709093,12.480404055467048
standard,E_rand,random_sub,58,2,7,3.0197970081709093,302,fractal_random,3.009893607588499,3.009957882514891,0.00327949214984117,15,1201,4.983636412789896,4.022984751054653,20.04939962085815,14.12201807860537,,,14.68926495169555,3.0197970081709093,12.480404055467048
standard,E_corr,corrupt_sub,58,2,7,3.0197970081709093,302,fractal_random,2.519944753860945,2.521719050674818,0.16552511740275047,18,1220,4.983636412789896,4.022984751054653,20.04939962085815,14.12201807860537,,,14.68926495169555,3.0197970081709093,12.480404055467048
robust,C_full,pixel,58,2,5,7.038991865372175,247,jpeg,7.004743524058051,7.142002730936858,0.004865517956144637,11,1256,7.038991865372175,7.2803405578818845,14.167569376859138,13.324908089271776,,,,9.549107861098095,
robust,E_rand,random_sub,58,2,5,7.038991865372175,247,jpeg,7.029491161679983,7.029491161761033,0.0013497250563578194,17,1271,7.038991865372175,7.2803405578818845,14.167569376859138,13.324908089271776,,,,9.549107861098095,
robust,E_corr,corrupt_sub,58,2,5,7.038991865372175,247,jpeg,6.9181900184364045,7.024933037264281,0.017161810845392044,15,1253,7.038991865372175,7.2803405578818845,14.167569376859138,13.324908089271776,,,,9.549107861098095,
standard,C_full,pixel,59,3,5,2.6882938046731373,212,low_freq_rand,0.4356944628172683,0.437640754304703,0.8379290008927267,19,1315,,5.6263448684440025,,15.256788981554982,,,3.413294839717779,2.968186732457134,2.6882938046731373
standard,E_rand,random_sub,59,3,5,2.6882938046731373,212,low_freq_rand,2.6861353008303994,2.686135300961481,0.0008029270606455549,21,1308,,5.6263448684440025,,15.256788981554982,,,3.413294839717779,2.968186732457134,2.6882938046731373
standard,E_corr,corrupt_sub,59,3,5,2.6882938046731373,212,low_freq_rand,1.3142376911705969,1.319453339684064,0.5111257226103708,20,1299,,5.6263448684440025,,15.256788981554982,,,3.413294839717779,2.968186732457134,2.6882938046731373
robust,C_full,pixel,59,3,4,5.9462085157512545,201,contrast,3.2276765061664787,3.2276765061664787,0.45718746700246043,18,1324,,7.053332908772984,,5.9462085157512545,,,,10.506991942715299,8.78479717908257
robust,E_rand,random_sub,59,3,4,5.9462085157512545,201,contrast,5.942414929234308,5.942414929234308,0.0006379841048119814,22,1316,,7.053332908772984,,5.9462085157512545,,,,10.506991942715299,8.78479717908257
robust,E_corr,corrupt_sub,59,3,4,5.9462085157512545,201,contrast,4.0564155547100444,4.092197190059534,0.317814781643669,19,1315,,7.053332908772984,,5.9462085157512545,,,,10.506991942715299,8.78479717908257
standard,C_full,pixel,60,7,8,1.158031862499109,344,fractal_random,0.9088781904880671,0.9088781904880671,0.21515269145820562,16,1156,2.1829396474787663,2.768770008461083,19.49721284047882,10.797901533059617,10.798220199780847,,3.789324695713703,1.158031862499109,6.3513524973091595
standard,E_rand,random_sub,60,7,8,1.158031862499109,344,fractal_random,1.158031862499109,1.16805678395399,0.0,2,1182,2.1829396474787663,2.768770008461083,19.49721284047882,10.797901533059617,10.798220199780847,,3.789324695713703,1.158031862499109,6.3513524973091595
standard,E_corr,corrupt_sub,60,7,8,1.158031862499109,344,fractal_random,1.079202707565523,1.0877439535709812,0.0680716632126749,15,1179,2.1829396474787663,2.768770008461083,19.49721284047882,10.797901533059617,10.798220199780847,,3.789324695713703,1.158031862499109,6.3513524973091595
robust,C_full,pixel,60,7,7,4.057203476150216,335,jpeg,4.057203476150216,4.081181826597954,0.0,3,1191,4.057203476150216,4.1864648342685316,18.450069614825374,9.032983981449584,9.033072926781866,,,6.75835726892,6.353396502519894
robust,E_rand,random_sub,60,7,7,4.057203476150216,335,jpeg,4.056246624541611,4.056246624541611,0.0002358401825861627,13,1192,4.057203476150216,4.1864648342685316,18.450069614825374,9.032983981449584,9.033072926781866,,,6.75835726892,6.353396502519894
robust,E_corr,corrupt_sub,60,7,7,4.057203476150216,335,jpeg,3.589280764920508,3.609060284532344,0.11533133942636481,16,1174,4.057203476150216,4.1864648342685316,18.450069614825374,9.032983981449584,9.033072926781866,,,6.75835726892,6.353396502519894
standard,C_full,pixel,61,2,8,0.4316868022237862,345,jpeg,0.4316868022237862,0.4345878643499941,0.0,2,1181,0.4316868022237862,0.5961460512286948,5.366039700688077,4.152782733442162,,4.761511965200487,7.355535171603384,1.4433047829190107,17.505866313596265
standard,E_rand,random_sub,61,2,8,0.4316868022237862,345,jpeg,0.4312853351255496,0.4312872369780946,0.0009299962291375633,17,1182,0.4316868022237862,0.5961460512286948,5.366039700688077,4.152782733442162,,4.761511965200487,7.355535171603384,1.4433047829190107,17.505866313596265
standard,E_corr,corrupt_sub,61,2,8,0.4316868022237862,345,jpeg,0.2600715198874772,0.265926354786026,0.39754581667137406,16,1164,0.4316868022237862,0.5961460512286948,5.366039700688077,4.152782733442162,,4.761511965200487,7.355535171603384,1.4433047829190107,17.505866313596265
robust,C_full,pixel,61,2,7,2.3476335973510016,308,blur,2.3476335973510016,2.3842119163872453,0.0,3,1218,3.7674295133087594,2.3476335973510016,5.499012670450797,6.370771535739366,,4.908055928809251,7.758027956033423,3.2737045729398915,
robust,E_rand,random_sub,61,2,7,2.3476335973510016,308,blur,2.3476335973510016,2.362742510111411,0.0,2,1218,3.7674295133087594,2.3476335973510016,5.499012670450797,6.370771535739366,,4.908055928809251,7.758027956033423,3.2737045729398915,
robust,E_corr,corrupt_sub,61,2,7,2.3476335973510016,308,blur,1.9639668980498834,1.9697966208416302,0.16342699292344257,16,1200,3.7674295133087594,2.3476335973510016,5.499012670450797,6.370771535739366,,4.908055928809251,7.758027956033423,3.2737045729398915,
standard,C_full,pixel,62,6,7,1.624124499556071,309,blur,1.5802723492549342,1.5917806373055594,0.027000485685132615,20,1218,2.3428873237677896,1.624124499556071,23.168717889369614,10.19971605802465,,,13.029984060224068,5.438149373919036,9.280519160444902
standard,E_rand,random_sub,62,6,7,1.624124499556071,309,blur,1.6214208569007895,1.6215273130512697,0.0016646769727447345,17,1217,2.3428873237677896,1.624124499556071,23.168717889369614,10.19971605802465,,,13.029984060224068,5.438149373919036,9.280519160444902
standard,E_corr,corrupt_sub,62,6,7,1.624124499556071,309,blur,1.512448382222897,1.519260253375917,0.06876081074061692,16,1201,2.3428873237677896,1.624124499556071,23.168717889369614,10.19971605802465,,,13.029984060224068,5.438149373919036,9.280519160444902
robust,C_full,pixel,62,6,8,2.1085009006447306,360,jpeg,1.8797952809088239,1.8797952809088239,0.10846835287856595,15,1166,2.1085009006447306,2.298331679077771,9.797282801435902,5.609055090966386,5.609055402992519,,6.2511888288734,10.937374339770809,9.817771013785395
robust,E_rand,random_sub,62,6,8,2.1085009006447306,360,jpeg,2.1069413989263803,2.106964010785412,0.0007396258250937562,18,1167,2.1085009006447306,2.298331679077771,9.797282801435902,5.609055090966386,5.609055402992519,,6.2511888288734,10.937374339770809,9.817771013785395
robust,E_corr,corrupt_sub,62,6,8,2.1085009006447306,360,jpeg,1.5999532081109058,1.6274909485919107,0.24118922234196,15,1153,2.1085009006447306,2.298331679077771,9.797282801435902,5.609055090966386,5.609055402992519,,6.2511888288734,10.937374339770809,9.817771013785395
standard,C_full,pixel,63,8,7,1.1220169357602865,306,jpeg,1.0720908535902125,1.0720908535902125,0.04449672779336769,16,1220,1.1220169357602865,2.4691364847713992,21.15713245843898,10.823321084121126,,,7.167151555206937,3.775813949372187,3.342263172861971
standard,E_rand,random_sub,63,8,7,1.1220169357602865,306,jpeg,1.1211876506892868,1.1211876506892868,0.0007391020978107912,30,1221,1.1220169357602865,2.4691364847713992,21.15713245843898,10.823321084121126,,,7.167151555206937,3.775813949372187,3.342263172861971
standard,E_corr,corrupt_sub,63,8,7,1.1220169357602865,306,jpeg,1.0388122656161582,1.0989413842130447,0.07415634068638026,15,1195,1.1220169357602865,2.4691364847713992,21.15713245843898,10.823321084121126,,,7.167151555206937,3.775813949372187,3.342263172861971
robust,C_full,pixel,63,8,3,6.768037907187062,153,fractal_random,6.572263699749978,6.620533221314864,0.028926287074897822,11,1359,,,16.44401377074999,,,,,6.768037907187062,8.130278997360397
robust,E_rand,random_sub,63,8,3,6.768037907187062,153,fractal_random,6.7676471451779285,6.774983465473568,5.773638009895095e-05,18,1366,,,16.44401377074999,,,,,6.768037907187062,8.130278997360397
robust,E_corr,corrupt_sub,63,8,3,6.768037907187062,153,fractal_random,6.6892424568471816,6.752989004156691,0.011642288565820029,15,1368,,,16.44401377074999,,,,,6.768037907187062,8.130278997360397
standard,C_full,pixel,64,8,7,2.1923049815776694,305,blur,2.1791499440886493,2.1791499440886493,0.00600055083556543,18,1200,2.6967580734500345,2.1923049815776694,27.889567527865008,8.911313106944919,,,8.676425944732781,3.795049614442596,5.28906140199794
standard,E_rand,random_sub,64,8,7,2.1923049815776694,305,blur,2.1923049815776694,2.2018244235154887,0.0,2,1221,2.6967580734500345,2.1923049815776694,27.889567527865008,8.911313106944919,,,8.676425944732781,3.795049614442596,5.28906140199794
standard,E_corr,corrupt_sub,64,8,7,2.1923049815776694,305,blur,2.1889559132636442,2.211668959471543,0.00152764708476602,13,1215,2.6967580734500345,2.1923049815776694,27.889567527865008,8.911313106944919,,,8.676425944732781,3.795049614442596,5.28906140199794
robust,C_full,pixel,64,8,3,7.758021574264964,154,fractal_random,7.257482822982272,7.314189987596466,0.06451886560139083,11,1359,,,22.791148772580396,,,,,7.758021574264964,8.090482385095644
robust,E_rand,random_sub,64,8,3,7.758021574264964,154,fractal_random,7.752931177605301,7.752931177605301,0.0006561462366318283,25,1370,,,22.791148772580396,,,,,7.758021574264964,8.090482385095644
robust,E_corr,corrupt_sub,64,8,3,7.758021574264964,154,fractal_random,7.126748703277201,7.241707365032276,0.08137034228956408,17,1349,,,22.791148772580396,,,,,7.758021574264964,8.090482385095644
standard,C_full,pixel,65,0,5,1.0174333661435748,231,fractal_random,1.0174333661435748,1.0208049656965512,0.0,4,1295,,7.916898796156108,17.30940982628827,,13.175691906432208,,,1.0174333661435748,12.527724470365621
standard,E_rand,random_sub,65,0,5,1.0174333661435748,231,fractal_random,1.0174333661435748,1.0242547835837517,0.0,3,1295,,7.916898796156108,17.30940982628827,,13.175691906432208,,,1.0174333661435748,12.527724470365621
standard,E_corr,corrupt_sub,65,0,5,1.0174333661435748,231,fractal_random,0.9805249584685313,0.98114952388258,0.03627599497246607,15,1279,,7.916898796156108,17.30940982628827,,13.175691906432208,,,1.0174333661435748,12.527724470365621
robust,C_full,pixel,65,0,8,4.375394020671614,354,blur,4.337748001936315,4.337748001936315,0.008604029387396881,16,1162,5.897324526335302,4.375394020671614,12.043624358291607,8.468207552876956,8.468145995939615,,10.22184865564322,5.620219190882608,5.756625202683237
robust,E_rand,random_sub,65,0,8,4.375394020671614,354,blur,4.373287570382251,4.373287570382251,0.00048143099327984436,12,1154,5.897324526335302,4.375394020671614,12.043624358291607,8.468207552876956,8.468145995939615,,10.22184865564322,5.620219190882608,5.756625202683237
robust,E_corr,corrupt_sub,65,0,8,4.375394020671614,354,blur,3.6723769032830234,3.710625050443408,0.16067515612700836,17,1160,5.897324526335302,4.375394020671614,12.043624358291607,8.468207552876956,8.468145995939615,,10.22184865564322,5.620219190882608,5.756625202683237
standard,C_full,pixel,66,2,5,3.457068252215895,242,blur,3.4505491535140536,3.4505491535140536,0.0018857304010884738,19,1284,,3.457068252215895,26.52357736779291,8.601490358900834,,,15.016834045445112,,15.294379909154792
standard,E_rand,random_sub,66,2,5,3.457068252215895,242,blur,3.457068252215895,3.555493887502285,0.0,4,1284,,3.457068252215895,26.52357736779291,8.601490358900834,,,15.016834045445112,,15.294379909154792
standard,E_corr,corrupt_sub,66,2,5,3.457068252215895,242,blur,3.4153475496326346,3.4153475496326346,0.012068232253302573,15,1283,,3.457068252215895,26.52357736779291,8.601490358900834,,,15.016834045445112,,15.294379909154792
robust,C_full,pixel,66,2,3,5.2253185387021635,176,blur,5.155549643801466,5.17771486749564,0.013352084544500554,13,1349,,5.2253185387021635,18.84800750631734,8.008637409931188,,,,,
robust,E_rand,random_sub,66,2,3,5.2253185387021635,176,blur,5.224517496172323,5.235688120411905,0.00015330022924097263,16,1324,,5.2253185387021635,18.84800750631734,8.008637409931188,,,,,
robust,E_corr,corrupt_sub,66,2,3,5.2253185387021635,176,blur,5.148417396788293,5.153440965464776,0.014717024683622563,16,1325,,5.2253185387021635,18.84800750631734,8.008637409931188,,,,,
standard,C_full,pixel,67,9,7,2.652735050497357,302,blur,2.1811191568070623,2.183800189050765,0.17778477108065205,5,1224,3.483785106297984,2.652735050497357,23.36589979616059,9.960304863271565,,,10.207335465469331,2.8960279958897117,4.602460424309324
standard,E_rand,random_sub,67,9,7,2.652735050497357,302,blur,2.652187864605137,2.6753390986066545,0.00020627234978379152,17,1225,3.483785106297984,2.652735050497357,23.36589979616059,9.960304863271565,,,10.207335465469331,2.8960279958897117,4.602460424309324
standard,E_corr,corrupt_sub,67,9,7,2.652735050497357,302,blur,2.164385211660695,2.171000848054025,0.18409295671842613,15,1222,3.483785106297984,2.652735050497357,23.36589979616059,9.960304863271565,,,10.207335465469331,2.8960279958897117,4.602460424309324
robust,C_full,pixel,67,9,7,5.424676617638683,336,inversion,5.424676617638683,5.434922603466933,0.0,5,1190,5.451665503045786,6.00277012068946,12.914489365078634,5.424692941596279,5.424676617638683,,,8.028418837233481,7.684430107813937
robust,E_rand,random_sub,67,9,7,5.424676617638683,336,inversion,5.424676617638683,5.46598703719966,0.0,5,1190,5.451665503045786,6.00277012068946,12.914489365078634,5.424692941596279,5.424676617638683,,,8.028418837233481,7.684430107813937
robust,E_corr,corrupt_sub,67,9,7,5.424676617638683,336,inversion,4.879840360531771,4.908505876503543,0.1004366334640745,14,1180,5.451665503045786,6.00277012068946,12.914489365078634,5.424692941596279,5.424676617638683,,,8.028418837233481,7.684430107813937
standard,C_full,pixel,68,3,5,3.1451930307012215,213,blur,3.1418997434652707,3.1418997434652707,0.001047085887512778,19,1313,,3.1451930307012215,,12.849499081247979,,,12.608602191591801,3.5591452559048746,11.013029231959854
standard,E_rand,random_sub,68,3,5,3.1451930307012215,213,blur,3.144477679212655,3.1580111935524884,0.00022744279336228403,3,1313,,3.1451930307012215,,12.849499081247979,,,12.608602191591801,3.5591452559048746,11.013029231959854
standard,E_corr,corrupt_sub,68,3,5,3.1451930307012215,213,blur,3.1330548146117336,3.4629455575766785,0.003859291296592255,4,1313,,3.1451930307012215,,12.849499081247979,,,12.608602191591801,3.5591452559048746,11.013029231959854
robust,C_full,pixel,68,3,4,7.689995062547485,202,blur,7.689995062547485,7.712779115269744,0.0,4,1324,,7.689995062547485,,8.346395382199265,,,,8.548083731173199,9.522373588724598
robust,E_rand,random_sub,68,3,4,7.689995062547485,202,blur,7.689995062547485,7.847468942993806,0.0,4,1324,,7.689995062547485,,8.346395382199265,,,,8.548083731173199,9.522373588724598
robust,E_corr,corrupt_sub,68,3,4,7.689995062547485,202,blur,7.294461646637486,7.322859711992974,0.05143480752495696,17,1323,,7.689995062547485,,8.346395382199265,,,,8.548083731173199,9.522373588724598
standard,C_full,pixel,69,8,7,2.078455915156274,305,blur,2.074206489566926,2.0823579257513916,0.002044510811300238,17,1222,2.889063961700085,2.078455915156274,15.556166982834121,20.95194480514879,,,6.814964296992668,3.2567730020889916,11.491158438956486
standard,E_rand,random_sub,69,8,7,2.078455915156274,305,blur,2.0754876314329738,2.0754876314360406,0.0014281196448070294,15,1210,2.889063961700085,2.078455915156274,15.556166982834121,20.95194480514879,,,6.814964296992668,3.2567730020889916,11.491158438956486
standard,E_corr,corrupt_sub,69,8,7,2.078455915156274,305,blur,2.0411360781494565,2.1595078627186743,0.017955558611889685,14,1222,2.889063961700085,2.078455915156274,15.556166982834121,20.95194480514879,,,6.814964296992668,3.2567730020889916,11.491158438956486
robust,C_full,pixel,69,8,5,7.714868378695331,222,posterize,7.344458365810132,7.344458365810132,0.04801248637087437,18,1293,,11.768279351356504,11.207699523907168,,,,7.714868378695331,8.539405324990613,11.605600003891421
robust,E_rand,random_sub,69,8,5,7.714868378695331,222,posterize,7.710077202960456,7.710832604806198,0.0006210314291435482,17,1297,,11.768279351356504,11.207699523907168,,,,7.714868378695331,8.539405324990613,11.605600003891421
robust,E_corr,corrupt_sub,69,8,5,7.714868378695331,222,posterize,4.964706119383474,4.971509258930052,0.3564755902908793,20,1302,,11.768279351356504,11.207699523907168,,,,7.714868378695331,8.539405324990613,11.605600003891421
standard,C_full,pixel,70,8,7,1.9251350654827721,300,fractal_random,1.9251350654827721,1.9428013636155932,0.0,3,1226,4.548931856039923,1.960402229210408,20.911464241802236,13.185625472129463,,,10.94203178351987,1.9251350654827721,7.514289725925962
standard,E_rand,random_sub,70,8,7,1.9251350654827721,300,fractal_random,1.921108659075243,1.921108659088423,0.002091492944947909,18,1201,4.548931856039923,1.960402229210408,20.911464241802236,13.185625472129463,,,10.94203178351987,1.9251350654827721,7.514289725925962
standard,E_corr,corrupt_sub,70,8,7,1.9251350654827721,300,fractal_random,1.8242035668008372,1.8242035668008372,0.05242826879610343,15,1216,4.548931856039923,1.960402229210408,20.911464241802236,13.185625472129463,,,10.94203178351987,1.9251350654827721,7.514289725925962
robust,C_full,pixel,70,8,3,7.386430937398477,155,fractal_random,7.101052200539459,7.153135640893462,0.038635538499941516,16,1346,,,12.565285814558488,,,,,7.386430937398477,7.666426196104081
robust,E_rand,random_sub,70,8,3,7.386430937398477,155,fractal_random,7.376069094882214,7.376069094957324,0.0014028212818993837,19,1352,,,12.565285814558488,,,,,7.386430937398477,7.666426196104081
robust,E_corr,corrupt_sub,70,8,3,7.386430937398477,155,fractal_random,7.196081147180515,7.319574471010447,0.0257701983314019,16,1350,,,12.565285814558488,,,,,7.386430937398477,7.666426196104081
standard,C_full,pixel,71,1,8,1.601308810410511,372,fractal_random,1.1771728634264034,1.1835983459903237,0.26486830286993573,17,1155,2.454028944084568,2.877158765091783,19.247080990569575,10.17340952400959,10.173431197401358,9.192830171080832,,1.601308810410511,16.326588529449214
standard,E_rand,random_sub,71,1,8,1.601308810410511,372,fractal_random,1.5994949013772295,1.5995108263370315,0.0011327665354046162,15,1153,2.454028944084568,2.877158765091783,19.247080990569575,10.17340952400959,10.173431197401358,9.192830171080832,,1.601308810410511,16.326588529449214
standard,E_corr,corrupt_sub,71,1,8,1.601308810410511,372,fractal_random,1.3551704440279497,1.3607077819240239,0.1537107426015232,16,1138,2.454028944084568,2.877158765091783,19.247080990569575,10.17340952400959,10.173431197401358,9.192830171080832,,1.601308810410511,16.326588529449214
robust,C_full,pixel,71,1,6,6.0689120179401055,314,jpeg,6.068907467063713,6.0916822285485415,7.498669248656789e-07,3,1212,6.0689120179401055,6.4465130070734435,12.225121918355306,9.09663708243283,9.096278566744353,,,,13.283182712764138
robust,E_rand,random_sub,71,1,6,6.0689120179401055,314,jpeg,6.068856502819491,6.071953562880203,9.147458465404662e-06,4,1212,6.0689120179401055,6.4465130070734435,12.225121918355306,9.09663708243283,9.096278566744353,,,,13.283182712764138
robust,E_corr,corrupt_sub,71,1,6,6.0689120179401055,314,jpeg,5.950819390036965,5.9540506952493555,0.01945861590249641,13,1198,6.0689120179401055,6.4465130070734435,12.225121918355306,9.09663708243283,9.096278566744353,,,,13.283182712764138
standard,C_full,pixel,72,1,7,3.011224642698604,313,blur,2.5006366194063445,2.5432545893037055,0.16956158502830262,15,1213,3.29044594002347,3.011224642698604,28.44442358746255,9.894762476061434,9.89478872843693,,19.563272729252898,4.950553555170203,
standard,E_rand,random_sub,72,1,7,3.011224642698604,313,blur,3.0078448997680933,3.0182102336565384,0.00112238153294396,12,1201,3.29044594002347,3.011224642698604,28.44442358746255,9.894762476061434,9.89478872843693,,19.563272729252898,4.950553555170203,
standard,E_corr,corrupt_sub,72,1,7,3.011224642698604,313,blur,3.011224642698604,3.4583802422319545,0.0,12,1212,3.29044594002347,3.011224642698604,28.44442358746255,9.894762476061434,9.89478872843693,,19.563272729252898,4.950553555170203,
robust,C_full,pixel,72,1,7,3.5964961555672645,336,blur,3.5866548535560394,3.5878715291706564,0.0027363582735911167,16,1184,6.901792158517097,3.5964961555672645,18.26256092851157,7.240346076416815,7.24034783329637,,,6.946320626935705,9.436271134794184
robust,E_rand,random_sub,72,1,7,3.5964961555672645,336,blur,3.5929864815217294,3.5929864815217294,0.0009758592512610594,14,1189,6.901792158517097,3.5964961555672645,18.26256092851157,7.240346076416815,7.24034783329637,,,6.946320626935705,9.436271134794184
robust,E_corr,corrupt_sub,72,1,7,3.5964961555672645,336,blur,3.5964961555672645,3.63827662271458,0.0,11,1176,6.901792158517097,3.5964961555672645,18.26256092851157,7.240346076416815,7.24034783329637,,,6.946320626935705,9.436271134794184
standard,C_full,pixel,73,7,7,1.8816292150779512,302,jpeg,1.8707402754804265,1.8736484398103532,0.005786974134047754,4,1224,1.8816292150779512,2.31844137274427,15.884091964539452,14.18850537720522,,,5.403964695628274,2.3724037876886213,6.743421233729414
