model,arm,phase3_type,image_idx,y_true,k_corr,phase1_l2,phase1_queries,winning_corruption,best_l2,final_l2,IR_phase3,n_gens,queries_phase3,p1_jpeg,p1_blur,p1_brightness,p1_contrast,p1_inversion,p1_hue_shift,p1_posterize,p1_fractal_random,p1_low_freq_rand
standard,E_corr,corrupt_sub,4,6,6,3.045106184899541,292,blur,3.045106184899541,3.1851543062530556,0.0,5,1234,3.252390777547669,3.045106184899541,21.445141310458837,7.476191905448603,,,,8.536350022939411,8.061170079795414
robust,C_full,pixel,4,6,7,2.3075841040349974,337,blur,2.269535713830663,2.269535713830663,0.01648840886787346,15,1185,3.459938609770071,2.3075841040349974,10.971069565951016,4.136284525839102,4.136283410296345,,,6.228322503448819,10.294209405874733
robust,E_rand,random_sub,4,6,7,2.3075841040349974,337,blur,2.3058710838425016,2.305894931129722,0.0007423435572729058,7,1189,3.459938609770071,2.3075841040349974,10.971069565951016,4.136284525839102,4.136283410296345,,,6.228322503448819,10.294209405874733
robust,E_corr,corrupt_sub,4,6,7,2.3075841040349974,337,blur,2.2060901367453605,2.2060901367453605,0.043982781434560275,14,1180,3.459938609770071,2.3075841040349974,10.971069565951016,4.136284525839102,4.136283410296345,,,6.228322503448819,10.294209405874733
standard,C_full,pixel,5,6,7,1.4655865711736362,309,blur,1.0824893207801356,1.0894000799341388,0.26139516963963294,19,1218,2.265352053353026,1.4655865711736362,24.35617128463247,8.63915536178763,,,9.338119713831718,5.267894363467138,7.456111444741696
standard,E_rand,random_sub,5,6,7,1.4655865711736362,309,blur,1.4643155456720998,1.484927243518271,0.0008672469620942472,15,1218,2.265352053353026,1.4655865711736362,24.35617128463247,8.63915536178763,,,9.338119713831718,5.267894363467138,7.456111444741696
standard,E_corr,corrupt_sub,5,6,7,1.4655865711736362,309,blur,1.3122311860600433,1.33476650233714,0.10463754794831841,15,1196,2.265352053353026,1.4655865711736362,24.35617128463247,8.63915536178763,,,9.338119713831718,5.267894363467138,7.456111444741696
robust,C_full,pixel,5,6,6,4.297843512296892,314,blur,4.295586402304625,4.30900284745182,0.0005251726792306499,16,1213,5.369643804334283,4.297843512296892,13.091191997880316,5.9264368565822005,5.92647124569902,,,,16.259494960373576
robust,E_rand,random_sub,5,6,6,4.297843512296892,314,blur,4.296187497874989,4.296523018150995,0.000385312870783959,15,1192,5.369643804334283,4.297843512296892,13.091191997880316,5.9264368565822005,5.92647124569902,,,,16.259494960373576
robust,E_corr,corrupt_sub,5,6,6,4.297843512296892,314,blur,3.9135627223149565,4.015678822228344,0.08941246671323429,16,1209,5.369643804334283,4.297843512296892,13.091191997880316,5.9264368565822005,5.92647124569902,,,,16.259494960373576
standard,C_full,pixel,6,1,6,1.7695064097423872,256,jpeg,1.232637578962218,1.232637578962218,0.30340033120215093,17,1246,1.7695064097423872,1.9891287416654249,32.98126422530711,14.59847700478031,,,6.581366507248706,2.6477702402050673,
standard,E_rand,random_sub,6,1,6,1.7695064097423872,256,jpeg,1.767385238373453,1.7678808417371736,0.0011987361883831794,16,1253,1.7695064097423872,1.9891287416654249,32.98126422530711,14.59847700478031,,,6.581366507248706,2.6477702402050673,
standard,E_corr,corrupt_sub,6,1,6,1.7695064097423872,256,jpeg,1.1532311223033218,1.153876964730578,0.34827525011835675,18,1246,1.7695064097423872,1.9891287416654249,32.98126422530711,14.59847700478031,,,6.581366507248706,2.6477702402050673,
robust,C_full,pixel,6,1,7,4.142088405406816,337,blur,4.128289769763675,4.131097630412766,0.003331323306651147,6,1189,6.389309456748018,4.142088405406816,18.655573485511802,10.175372562783346,10.175263274876917,,,8.038660355280623,6.1106727163029815
robust,E_rand,random_sub,6,1,7,4.142088405406816,337,blur,4.139045327869942,4.143590163964774,0.0007346722809927185,15,1165,6.389309456748018,4.142088405406816,18.655573485511802,10.175372562783346,10.175263274876917,,,8.038660355280623,6.1106727163029815
robust,E_corr,corrupt_sub,6,1,7,4.142088405406816,337,blur,3.7132427029542074,3.716022412871343,0.10353369133619186,15,1164,6.389309456748018,4.142088405406816,18.655573485511802,10.175372562783346,10.175263274876917,,,8.038660355280623,6.1106727163029815
standard,C_full,pixel,7,6,8,1.293167048731106,354,jpeg,1.241834858198508,1.2484174256558993,0.039694941641891315,7,1172,1.293167048731106,1.431652686504059,26.970131695559893,9.677959075275988,9.677822493712938,,8.237856651561058,3.565378041244727,4.118212238927351
standard,E_rand,random_sub,7,6,8,1.293167048731106,354,jpeg,1.2919637887587714,1.2954580872340604,0.000930475280448329,10,1172,1.293167048731106,1.431652686504059,26.970131695559893,9.677959075275988,9.677822493712938,,8.237856651561058,3.565378041244727,4.118212238927351
standard,E_corr,corrupt_sub,7,6,8,1.293167048731106,354,jpeg,1.125108463210352,1.1675006459056434,0.1299589141910614,13,1157,1.293167048731106,1.431652686504059,26.970131695559893,9.677959075275988,9.677822493712938,,8.237856651561058,3.565378041244727,4.118212238927351
robust,C_full,pixel,7,6,9,2.06732328203095,405,blur,2.066330102702399,2.1346776496923625,0.0004804180058261901,15,1098,2.538765234305481,2.06732328203095,12.307331960933535,3.713666248408553,3.713653407537893,4.519926606342152,7.762260438499004,9.21574911350054,7.498454434063084
robust,E_rand,random_sub,7,6,9,2.06732328203095,405,blur,2.067264058767683,2.067721567032274,2.864731596746553e-05,3,1121,2.538765234305481,2.06732328203095,12.307331960933535,3.713666248408553,3.713653407537893,4.519926606342152,7.762260438499004,9.21574911350054,7.498454434063084
robust,E_corr,corrupt_sub,7,6,9,2.06732328203095,405,blur,1.6160585733413877,1.6357479720779629,0.2182845385682676,14,1116,2.538765234305481,2.06732328203095,12.307331960933535,3.713666248408553,3.713653407537893,4.519926606342152,7.762260438499004,9.21574911350054,7.498454434063084
standard,C_full,pixel,8,3,4,2.5186118065896705,163,fractal_random,2.12061013482727,2.1429772518922094,0.15802422220092555,15,1364,,,,10.165520846005908,,,12.378347037914386,2.5186118065896705,7.023564050333643
standard,E_rand,random_sub,8,3,4,2.5186118065896705,163,fractal_random,2.5159953534395347,2.5159953534395347,0.0010388473298227816,18,1350,,,,10.165520846005908,,,12.378347037914386,2.5186118065896705,7.023564050333643
standard,E_corr,corrupt_sub,8,3,4,2.5186118065896705,163,fractal_random,1.998209795896738,2.0011941330323446,0.20662255665258059,18,1358,,,,10.165520846005908,,,12.378347037914386,2.5186118065896705,7.023564050333643
robust,C_full,pixel,8,3,4,4.6019151563581095,200,blur,4.480053380145869,4.481235375057146,0.026480665564612437,10,1326,,4.6019151563581095,,5.205333831624153,,,,8.754809403546783,7.586737223500829
robust,E_rand,random_sub,8,3,4,4.6019151563581095,200,blur,4.601407502290151,4.602744142131635,0.00011031365218833554,14,1323,,4.6019151563581095,,5.205333831624153,,,,8.754809403546783,7.586737223500829
robust,E_corr,corrupt_sub,8,3,4,4.6019151563581095,200,blur,4.2751962895154,4.416448298055918,0.07099628214381726,16,1314,,4.6019151563581095,,5.205333831624153,,,,8.754809403546783,7.586737223500829
standard,C_full,pixel,9,1,8,1.314203871312481,347,jpeg,1.144877081670178,1.1512367449812964,0.12884362414272768,17,1180,1.314203871312481,2.550103919799988,19.66837342342632,10.674650663727443,10.674716482756581,6.002561665727471,4.666105303623772,2.2528660656916926,
standard,E_rand,random_sub,9,1,8,1.314203871312481,347,jpeg,1.3103784605056548,1.310435195851122,0.002910819919443629,15,1171,1.314203871312481,2.550103919799988,19.66837342342632,10.674650663727443,10.674716482756581,6.002561665727471,4.666105303623772,2.2528660656916926,
standard,E_corr,corrupt_sub,9,1,8,1.314203871312481,347,jpeg,1.0945697563047379,1.0991468206780637,0.16712332066743726,16,1177,1.314203871312481,2.550103919799988,19.66837342342632,10.674650663727443,10.674716482756581,6.002561665727471,4.666105303623772,2.2528660656916926,
robust,C_full,pixel,9,1,7,3.1110901567140155,334,blur,3.1110901567140155,3.1335158403582897,0.0,4,1192,3.8987555267588556,3.1110901567140155,7.981476705391973,6.035995585147866,6.035818060200755,,,6.226615712747694,7.8016559263391825
robust,E_rand,random_sub,9,1,7,3.1110901567140155,334,blur,3.1073792739926294,3.1075893895157,0.0011927917657344857,16,1193,3.8987555267588556,3.1110901567140155,7.981476705391973,6.035995585147866,6.035818060200755,,,6.226615712747694,7.8016559263391825
robust,E_corr,corrupt_sub,9,1,7,3.1110901567140155,334,blur,3.0201077715534854,3.0327293466797483,0.029244535059256244,15,1190,3.8987555267588556,3.1110901567140155,7.981476705391973,6.035995585147866,6.035818060200755,,,6.226615712747694,7.8016559263391825
standard,C_full,pixel,10,0,4,1.1269887193593744,186,fractal_random,1.055278299575332,1.055282726572092,0.06363011319652377,15,1340,1.3269472873933148,,21.519507485399597,,,,,1.1269887193593744,6.355114523506059
standard,E_rand,random_sub,10,0,4,1.1269887193593744,186,fractal_random,1.126196759611694,1.1263460519218365,0.0007027219829943001,18,1320,1.3269472873933148,,21.519507485399597,,,,,1.1269887193593744,6.355114523506059
standard,E_corr,corrupt_sub,10,0,4,1.1269887193593744,186,fractal_random,1.023728503604067,1.0239588966298054,0.09162488850288099,17,1323,1.3269472873933148,,21.519507485399597,,,,,1.1269887193593744,6.355114523506059
robust,C_full,pixel,10,0,6,3.3637397071568396,291,blur,3.323137017252826,3.323137017252826,0.012070699114329704,17,1236,3.946499168072668,3.3637397071568396,18.468683663341714,4.205450069150882,,,,5.6027196410304025,8.806655189129533
robust,E_rand,random_sub,10,0,6,3.3637397071568396,291,blur,3.3586453325626002,3.3586453325626007,0.0015144972672529694,19,1235,3.946499168072668,3.3637397071568396,18.468683663341714,4.205450069150882,,,,5.6027196410304025,8.806655189129533
robust,E_corr,corrupt_sub,10,0,6,3.3637397071568396,291,blur,3.351399338070637,3.4395676215971274,0.003668645662429408,12,1221,3.946499168072668,3.3637397071568396,18.468683663341714,4.205450069150882,,,,5.6027196410304025,8.806655189129533
standard,C_full,pixel,11,9,6,3.6338828554074785,287,blur,3.569706855173997,3.569706855173997,0.017660448282746093,8,1239,4.811830075671558,3.6338828554074785,27.71790651945802,12.85238982257298,,,,4.602490204874112,13.847813115828956
standard,E_rand,random_sub,11,9,6,3.6338828554074785,287,blur,3.6338828554074785,3.7080651624215974,0.0,3,1239,4.811830075671558,3.6338828554074785,27.71790651945802,12.85238982257298,,,,4.602490204874112,13.847813115828956
standard,E_corr,corrupt_sub,11,9,6,3.6338828554074785,287,blur,3.588502727758843,3.629565437794799,0.012488054638609643,12,1231,4.811830075671558,3.6338828554074785,27.71790651945802,12.85238982257298,,,,4.602490204874112,13.847813115828956
