model,arm,image_idx,y_true,k_total,phase1_l2,phase1_queries,winning_corruption,best_l2,final_l2,IR_phase3,n_gens,queries_phase3,p1_jpeg,p1_blur,p1_brightness,p1_contrast,p1_inversion,p1_hue_shift,p1_posterize,p1_fractal_random,p1_sharpen,p1_saturation,p1_gamma
robust,E_sep_k14,42,3,14,6.468356090936343,178,blur,3.610038369684169,3.610038369684169,0.4418924501168598,24,1342,,6.468356090936343,,6.699207924933053,,,,,8.908207375554964,,
robust,E_full_k14,42,3,14,6.468356090936343,178,blur,4.7799614851886405,4.7799614851886405,0.26102375657913024,7,1348,,6.468356090936343,,6.699207924933053,,,,,8.908207375554964,,
robust,E_full_k14_lam28,42,3,14,6.468356090936343,178,blur,4.3390243010177985,4.3506129706442875,0.3291921100172931,17,1349,,6.468356090936343,,6.699207924933053,,,,,8.908207375554964,,
standard,E_sep_k14,43,9,14,0.35214406753659283,298,fractal_random,0.3338533914159564,0.33449549360928627,0.05194088955860597,15,1220,4.475824525615264,1.249922427905235,5.963730914424297,5.3433408770899575,,,16.30494058258609,0.35214406753659283,5.977998035746741,,
standard,E_full_k14,43,9,14,0.35214406753659283,298,fractal_random,0.34601991806276083,0.3503414295283893,0.017391034063624,14,1208,4.475824525615264,1.249922427905235,5.963730914424297,5.3433408770899575,,,16.30494058258609,0.35214406753659283,5.977998035746741,,
standard,E_full_k14_lam28,43,9,14,0.35214406753659283,298,fractal_random,0.34719697082711265,0.35720116000693797,0.014048502205609659,10,1226,4.475824525615264,1.249922427905235,5.963730914424297,5.3433408770899575,,,16.30494058258609,0.35214406753659283,5.977998035746741,,
robust,E_sep_k14,43,9,14,0.8629408182940542,376,blur,0.6369209342781706,0.6391561695826693,0.2619181747164328,15,1142,1.4126110671391985,0.8629408182940542,2.667120549772661,1.0477491003233335,1.0476332135583326,2.884692005511329,,2.497569039331653,,,9.68181119719833
robust,E_full_k14,43,9,14,0.8629408182940542,376,blur,0.6430796031985202,0.6592275844151502,0.254781336604493,14,1130,1.4126110671391985,0.8629408182940542,2.667120549772661,1.0477491003233335,1.0476332135583326,2.884692005511329,,2.497569039331653,,,9.68181119719833
robust,E_full_k14_lam28,43,9,14,0.8629408182940542,376,blur,0.7422422792830604,0.7555428978073728,0.13986884900125884,10,1148,1.4126110671391985,0.8629408182940542,2.667120549772661,1.0477491003233335,1.0476332135583326,2.884692005511329,,2.497569039331653,,,9.68181119719833
standard,E_sep_k14,44,7,14,2.19293747250689,309,blur,2.192936414120192,2.206621544062229,4.826342344694492e-07,14,1214,2.202323290440234,2.19293747250689,28.580068922719402,8.075430872763032,8.075461509075003,,10.01488485376652,4.253916226689317,,,
standard,E_full_k14,44,7,14,2.19293747250689,309,blur,2.1874412372548915,2.188937240204917,0.0025063346861940437,14,1192,2.202323290440234,2.19293747250689,28.580068922719402,8.075430872763032,8.075461509075003,,10.01488485376652,4.253916226689317,,,
standard,E_full_k14_lam28,44,7,14,2.19293747250689,309,blur,2.1888535406824237,2.3734581568337814,0.0018623111126820804,11,1218,2.202323290440234,2.19293747250689,28.580068922719402,8.075430872763032,8.075461509075003,,10.01488485376652,4.253916226689317,,,
robust,E_sep_k14,44,7,14,1.2723460239763036,334,blur,1.0980339090483502,1.098293650583375,0.13700055774387346,19,1190,2.0229334905640957,1.2723460239763036,4.640406739977067,1.9226526954472793,1.9226674974029514,,,4.006542356773133,,,14.81563122101818
robust,E_full_k14,44,7,14,1.2723460239763036,334,blur,1.1291122762526915,1.1538435460082606,0.1125745237730076,15,1168,2.0229334905640957,1.2723460239763036,4.640406739977067,1.9226526954472793,1.9226674974029514,,,4.006542356773133,,,14.81563122101818
robust,E_full_k14_lam28,44,7,14,1.2723460239763036,334,blur,1.1809821908236764,1.1940314545765223,0.07180737899199721,12,1180,2.0229334905640957,1.2723460239763036,4.640406739977067,1.9226526954472793,1.9226674974029514,,,4.006542356773133,,,14.81563122101818
standard,E_sep_k14,45,6,14,1.2084014162931145,360,blur,1.1753020499500186,1.2361817203130934,0.02739103570784556,13,1152,1.980054824065973,1.2084014162931145,24.42875161437238,7.868747706141697,7.868655073029104,,5.322463148474741,6.652468469860842,,,17.294759144783853
standard,E_full_k14,45,6,14,1.2084014162931145,360,blur,1.2049314306260028,1.239010247500394,0.0028715504801013567,11,1165,1.980054824065973,1.2084014162931145,24.42875161437238,7.868747706141697,7.868655073029104,,5.322463148474741,6.652468469860842,,,17.294759144783853
standard,E_full_k14_lam28,45,6,14,1.2084014162931145,360,blur,1.1642930533562186,1.1642930533562186,0.03650141612064845,11,1140,1.980054824065973,1.2084014162931145,24.42875161437238,7.868747706141697,7.868655073029104,,5.322463148474741,6.652468469860842,,,17.294759144783853
robust,E_sep_k14,45,6,14,0.9056236905410102,362,blur,0.7852790502707054,0.7852790502707054,0.13288592328940968,17,1140,1.2607857144531431,0.9056236905410102,4.244094182010118,1.7854934492387158,1.7854490269805128,9.425304325337208,,,,,12.260555685485388
robust,E_full_k14,45,6,14,0.9056236905410102,362,blur,0.8167939648716445,0.8167939648716445,0.09808679542857343,15,1142,1.2607857144531431,0.9056236905410102,4.244094182010118,1.7854934492387158,1.7854490269805128,9.425304325337208,,,,,12.260555685485388
robust,E_full_k14_lam28,45,6,14,0.9056236905410102,362,blur,0.8400258112765048,0.8917403923599814,0.07243392586750678,11,1151,1.2607857144531431,0.9056236905410102,4.244094182010118,1.7854934492387158,1.7854490269805128,9.425304325337208,,,,,12.260555685485388
standard,E_sep_k14,46,9,14,1.6464400105901043,302,fractal_random,1.5096512934786763,1.5378610858423931,0.08308150690677225,16,1225,4.019111590987808,2.483815164275813,28.96768087927592,13.439782369949768,,,11.521438659625618,1.6464400105901043,,,18.3181205224231
standard,E_full_k14,46,9,14,1.6464400105901043,302,fractal_random,1.4884404272285794,1.5006306759060857,0.09596437303834464,16,1225,4.019111590987808,2.483815164275813,28.96768087927592,13.439782369949768,,,11.521438659625618,1.6464400105901043,,,18.3181205224231
standard,E_full_k14_lam28,46,9,14,1.6464400105901043,302,fractal_random,1.5656040957863033,1.5810183682099817,0.04909739455057846,13,1209,4.019111590987808,2.483815164275813,28.96768087927592,13.439782369949768,,,11.521438659625618,1.6464400105901043,,,18.3181205224231
robust,E_sep_k14,46,9,14,5.587909364437554,249,blur,5.37828637916199,5.403255960752405,0.03751366953258792,16,1261,,5.587909364437554,18.106123175554448,8.767012630978073,8.767163928703642,,,10.739456869020401,,,
robust,E_full_k14,46,9,14,5.587909364437554,249,blur,5.463733735265204,5.850686791476544,0.022222198155651136,14,1251,,5.587909364437554,18.106123175554448,8.767012630978073,8.767163928703642,,,10.739456869020401,,,
robust,E_full_k14_lam28,46,9,14,5.587909364437554,249,blur,5.543716334800224,5.551202666319046,0.00790868762449551,13,1271,,5.587909364437554,18.106123175554448,8.767012630978073,8.767163928703642,,,10.739456869020401,,,
standard,E_sep_k14,47,8,14,1.585519902732893,301,fractal_random,1.1281636914416964,1.130069712967174,0.28845819626916774,18,1219,,2.3113310522968646,31.935598440841375,10.689083185646831,10.68917885477178,,11.039615338727492,1.585519902732893,,,17.54807260552836
standard,E_full_k14,47,8,14,1.585519902732893,301,fractal_random,1.0539141350082017,1.065238816463497,0.3352879814427968,20,1219,,2.3113310522968646,31.935598440841375,10.689083185646831,10.68917885477178,,11.039615338727492,1.585519902732893,,,17.54807260552836
standard,E_full_k14_lam28,47,8,14,1.585519902732893,301,fractal_random,1.585509596136772,1.6193783640986612,6.500452061961718e-06,3,1225,,2.3113310522968646,31.935598440841375,10.689083185646831,10.68917885477178,,11.039615338727492,1.585519902732893,,,17.54807260552836
robust,E_sep_k14,47,8,14,5.137565346775059,311,blur,3.3544115416610665,3.3609530659849858,0.34708148407947936,20,1214,,5.137565346775059,26.038282245016248,,12.80410806833163,,7.6335827645655545,6.119564490475613,10.982257897614424,,14.672560638312293
robust,E_full_k14,47,8,14,5.137565346775059,311,blur,3.5340374764415015,3.6945647418663783,0.3121182431947304,19,1216,,5.137565346775059,26.038282245016248,,12.80410806833163,,7.6335827645655545,6.119564490475613,10.982257897614424,,14.672560638312293
robust,E_full_k14_lam28,47,8,14,5.137565346775059,311,blur,3.433375854284457,3.435174878512933,0.33171149707328823,15,1209,,5.137565346775059,26.038282245016248,,12.80410806833163,,7.6335827645655545,6.119564490475613,10.982257897614424,,14.672560638312293
standard,E_sep_k14,48,3,14,3.137914570497159,213,hue_shift,1.114537378943831,1.1168196653035998,0.6448158947911548,29,1308,,,,13.94822816826119,,3.137914570497159,6.457436553794733,3.4914353548240595,4.137117457178736,,
standard,E_full_k14,48,3,14,3.137914570497159,213,hue_shift,1.3676969155111915,1.3676969155111915,0.5641382565445372,22,1292,,,,13.94822816826119,,3.137914570497159,6.457436553794733,3.4914353548240595,4.137117457178736,,
standard,E_full_k14_lam28,48,3,14,3.137914570497159,213,hue_shift,1.2353103426117693,1.2699115808971393,0.6063276055294101,19,1314,,,,13.94822816826119,,3.137914570497159,6.457436553794733,3.4914353548240595,4.137117457178736,,
robust,E_sep_k14,48,3,14,1.5149160367142003,259,posterize,0.5055981739477886,0.5055981739477886,0.6662533357001004,22,1252,,5.95828157562478,,5.093431916155257,,,1.5149160367142003,3.3684452758205734,4.588034037133271,4.66460133360367,
robust,E_full_k14,48,3,14,1.5149160367142003,259,posterize,0.5513392123510265,0.5533470866279283,0.6360595577647578,19,1253,,5.95828157562478,,5.093431916155257,,,1.5149160367142003,3.3684452758205734,4.588034037133271,4.66460133360367,
robust,E_full_k14_lam28,48,3,14,1.5149160367142003,259,posterize,0.6257244913500567,0.6338642571795055,0.5869576424134825,14,1264,,5.95828157562478,,5.093431916155257,,,1.5149160367142003,3.3684452758205734,4.588034037133271,4.66460133360367,
standard,E_sep_k14,49,8,14,2.1081032389474985,355,jpeg,1.9769068736238282,1.9952256552261214,0.062234317039032684,12,1161,2.1081032389474985,2.941794476920842,25.909204138878955,14.16125985625499,14.161318928463528,,7.822356677219615,5.524439341935143,,,20.336924192665943
standard,E_full_k14,49,8,14,2.1081032389474985,355,jpeg,1.8981065831660373,2.138059013109434,0.09961402833682145,12,1147,2.1081032389474985,2.941794476920842,25.909204138878955,14.16125985625499,14.161318928463528,,7.822356677219615,5.524439341935143,,,20.336924192665943
standard,E_full_k14_lam28,49,8,14,2.1081032389474985,355,jpeg,1.4544897828037875,1.4664076887557256,0.31004812481102073,14,1162,2.1081032389474985,2.941794476920842,25.909204138878955,14.16125985625499,14.161318928463528,,7.822356677219615,5.524439341935143,,,20.336924192665943
robust,E_sep_k14,49,8,14,12.744243488836188,112,fractal_random,6.403231287121665,6.4179033755404475,0.4975589337467679,24,1400,,,22.94001336873588,,,,,12.744243488836188,,,
robust,E_full_k14,49,8,14,12.744243488836188,112,fractal_random,6.612857480376486,6.672347984333989,0.48111023724795643,20,1405,,,22.94001336873588,,,,,12.744243488836188,,,
robust,E_full_k14_lam28,49,8,14,12.744243488836188,112,fractal_random,7.363215514368823,7.54788153000006,0.42223204376007756,18,1406,,,22.94001336873588,,,,,12.744243488836188,,,
standard,E_sep_k14,50,8,14,1.6419811111244373,302,blur,1.6178853596929559,1.6178853596929559,0.01467480427651239,17,1217,1.9389135300082263,1.6419811111244373,26.132803881743794,7.589766853604607,,,10.465863910034129,1.8148110462489824,5.27900427864754,,
standard,E_full_k14,50,8,14,1.6419811111244373,302,blur,1.5421520769223607,1.5441991313876664,0.060797918761509515,16,1224,1.9389135300082263,1.6419811111244373,26.132803881743794,7.589766853604607,,,10.465863910034129,1.8148110462489824,5.27900427864754,,
standard,E_full_k14_lam28,50,8,14,1.6419811111244373,302,blur,1.635518671006024,1.6531529271189302,0.0039357578930903315,6,1224,1.9389135300082263,1.6419811111244373,26.132803881743794,7.589766853604607,,,10.465863910034129,1.8148110462489824,5.27900427864754,,
robust,E_sep_k14,50,8,14,5.228879497410309,265,posterize,2.4530139498365955,2.4656120494077665,0.530871967684187,24,1249,,,21.519864935757326,,9.350840544450094,,5.228879497410309,5.928971536772274,6.934553471465095,,15.131232426348813
robust,E_full_k14,50,8,14,5.228879497410309,265,posterize,2.919678478794917,2.946208365776326,0.44162444740963397,17,1245,,,21.519864935757326,,9.350840544450094,,5.228879497410309,5.928971536772274,6.934553471465095,,15.131232426348813
robust,E_full_k14_lam28,50,8,14,5.228879497410309,265,posterize,2.694638526858597,2.7458223782676177,0.48466233957138194,15,1246,,,21.519864935757326,,9.350840544450094,,5.228879497410309,5.928971536772274,6.934553471465095,,15.131232426348813
standard,E_sep_k14,51,7,14,2.7371432111560234,303,fractal_random,2.4786723736244562,2.49836676036813,0.09443087832528971,17,1197,5.684040363862481,4.32670610516954,25.009145946171728,10.911692343720306,,,12.83633218545025,2.7371432111560234,12.575152732939983,,
standard,E_full_k14,51,7,14,2.7371432111560234,303,fractal_random,2.68493642436716,2.7256029327858218,0.019073458259721093,5,1223,5.684040363862481,4.32670610516954,25.009145946171728,10.911692343720306,,,12.83633218545025,2.7371432111560234,12.575152732939983,,
standard,E_full_k14_lam28,51,7,14,2.7371432111560234,303,fractal_random,2.6737006542856876,2.696433166757358,0.02317838416775463,12,1206,5.684040363862481,4.32670610516954,25.009145946171728,10.911692343720306,,,12.83633218545025,2.7371432111560234,12.575152732939983,,
robust,E_sep_k14,51,7,14,4.808414468576507,245,blur,4.714367734843101,4.890932828874952,0.01955878270228396,16,1273,6.640581823488431,4.808414468576507,11.592443778484217,7.726831564740721,,,,7.659820727400887,,,
robust,E_full_k14,51,7,14,4.808414468576507,245,blur,4.631812051064431,4.631812051064431,0.036727785981468884,17,1258,6.640581823488431,4.808414468576507,11.592443778484217,7.726831564740721,,,,7.659820727400887,,,
robust,E_full_k14_lam28,51,7,14,4.808414468576507,245,blur,4.736322644439227,4.904286474567678,0.014992847352990923,12,1282,6.640581823488431,4.808414468576507,11.592443778484217,7.726831564740721,,,,7.659820727400887,,,
standard,E_sep_k14,52,7,14,1.3452886873740058,347,jpeg,0.6682278845557914,0.6704612751822674,0.5032829081019274,19,1163,1.3452886873740058,2.0080278363145334,19.590789564875053,15.827366422918782,,,6.494781187214072,1.5921784357390032,6.568248538706597,,10.069096526278388
standard,E_full_k14,52,7,14,1.3452886873740058,347,jpeg,1.3452584557413843,1.3696687913704668,2.2472226894670727e-05,3,1179,1.3452886873740058,2.0080278363145334,19.590789564875053,15.827366422918782,,,6.494781187214072,1.5921784357390032,6.568248538706597,,10.069096526278388
standard,E_full_k14_lam28,52,7,14,1.3452886873740058,347,jpeg,0.5591342205442865,0.5591342205442865,0.584376033343659,17,1161,1.3452886873740058,2.0080278363145334,19.590789564875053,15.827366422918782,,,6.494781187214072,1.5921784357390032,6.568248538706597,,10.069096526278388
robust,E_sep_k14,52,7,14,3.853694507228489,312,blur,3.5713651163653495,3.618774737086348,0.07326200619524093,15,1193,,3.853694507228489,25.743321711322498,11.608359767142659,11.608364336387291,,5.076111345159799,5.990397896987728,,,6.957786793239676
robust,E_full_k14,52,7,14,3.853694507228489,312,blur,3.6583816127674185,3.8110237798905455,0.050681986881605766,17,1215,,3.853694507228489,25.743321711322498,11.608359767142659,11.608364336387291,,5.076111345159799,5.990397896987728,,,6.957786793239676
robust,E_full_k14_lam28,52,7,14,3.853694507228489,312,blur,3.8535604231611638,3.860776275833629,3.479364206832542e-05,4,1214,,3.853694507228489,25.743321711322498,11.608359767142659,11.608364336387291,,5.076111345159799,5.990397896987728,,,6.957786793239676
standard,E_sep_k14,53,7,14,2.7036172661472673,260,blur,2.6475387773996535,2.6685830962923496,0.020742021975443014,16,1247,3.0801488830359256,2.7036172661472673,21.294979697081025,8.990434152635647,,,10.255363847783942,3.7198908582635255,,,
standard,E_full_k14,53,7,14,2.7036172661472673,260,blur,2.4463747767826813,2.4923089670101075,0.09514752423931806,15,1247,3.0801488830359256,2.7036172661472673,21.294979697081025,8.990434152635647,,,10.255363847783942,3.7198908582635255,,,
standard,E_full_k14_lam28,53,7,14,2.7036172661472673,260,blur,2.69868434275851,2.739756519428304,0.0018245642423295844,10,1266,3.0801488830359256,2.7036172661472673,21.294979697081025,8.990434152635647,,,10.255363847783942,3.7198908582635255,,,
robust,E_sep_k14,53,7,14,3.600069829947934,199,blur,3.394371182644581,3.4014573937661363,0.057137404833707904,19,1310,,3.600069829947934,15.09128473691507,6.493027879733446,,,,5.595823109576688,,,
robust,E_full_k14,53,7,14,3.600069829947934,199,blur,3.6000612717103952,3.742205035437755,2.3772420933210166e-06,14,1304,,3.600069829947934,15.09128473691507,6.493027879733446,,,,5.595823109576688,,,
robust,E_full_k14_lam28,53,7,14,3.600069829947934,199,blur,3.5856468006921656,3.768128658989774,0.00400631930408331,13,1328,,3.600069829947934,15.09128473691507,6.493027879733446,,,,5.595823109576688,,,
standard,E_sep_k14,54,6,14,2.44327563049681,335,blur,1.5084552971768175,1.5657919450267392,0.38260944514471684,17,1192,2.962630435200364,2.44327563049681,28.029168288078797,15.240798495850889,15.240888360502522,7.620227037629963,,2.7473954443737516,,,
standard,E_full_k14,54,6,14,2.44327563049681,335,blur,2.352657815846721,2.449304497391691,0.03708865815997317,15,1192,2.962630435200364,2.44327563049681,28.029168288078797,15.240798495850889,15.240888360502522,7.620227037629963,,2.7473954443737516,,,
standard,E_full_k14_lam28,54,6,14,2.44327563049681,335,blur,1.8422111131060062,1.8422111131060062,0.24600765868916105,13,1179,2.962630435200364,2.44327563049681,28.029168288078797,15.240798495850889,15.240888360502522,7.620227037629963,,2.7473954443737516,,,
robust,E_sep_k14,54,6,14,7.156456323407854,270,blur,6.8275100176326236,6.8275100176326236,0.04596497077740681,13,1255,,7.156456323407854,22.888214905371193,11.934868179540167,11.934916949558122,,,,,,14.081317541206742
robust,E_full_k14,54,6,14,7.156456323407854,270,blur,7.126078611430436,7.297504917037721,0.00424479806829204,12,1246,,7.156456323407854,22.888214905371193,11.934868179540167,11.934916949558122,,,,,,14.081317541206742
robust,E_full_k14_lam28,54,6,14,7.156456323407854,270,blur,6.887245467775451,6.8873321692264335,0.037617899623288154,11,1254,,7.156456323407854,22.888214905371193,11.934868179540167,11.934916949558122,,,,,,14.081317541206742
standard,E_sep_k14,55,6,14,2.231319209492232,290,blur,1.8693263996959877,1.8693263996959877,0.16223264168402912,15,1231,2.280743020980483,2.231319209492232,27.072701604109596,8.216596207579016,,,,4.530521019181022,,,22.444443908820674
standard,E_full_k14,55,6,14,2.231319209492232,290,blur,1.7662687781335218,1.8118003069239943,0.20841949882398897,17,1223,2.280743020980483,2.231319209492232,27.072701604109596,8.216596207579016,,,,4.530521019181022,,,22.444443908820674
standard,E_full_k14_lam28,55,6,14,2.231319209492232,290,blur,2.1155378527533415,2.1500181859875798,0.05188919462815821,10,1220,2.280743020980483,2.231319209492232,27.072701604109596,8.216596207579016,,,,4.530521019181022,,,22.444443908820674
robust,E_sep_k14,55,6,14,4.555239127304953,290,blur,4.160034140325301,4.160034140325301,0.08675834043721636,16,1212,5.3954061639066735,4.555239127304953,14.386038310747686,5.378645195115869,,,10.460824918392914,,,,16.105770790973118
robust,E_full_k14,55,6,14,4.555239127304953,290,blur,4.005609044298035,4.0502481781786,0.1206588869752923,16,1237,5.3954061639066735,4.555239127304953,14.386038310747686,5.378645195115869,,,10.460824918392914,,,,16.105770790973118
robust,E_full_k14_lam28,55,6,14,4.555239127304953,290,blur,4.53078663475,4.840900825436682,0.005367993176994754,10,1228,5.3954061639066735,4.555239127304953,14.386038310747686,5.378645195115869,,,10.460824918392914,,,,16.105770790973118
standard,E_sep_k14,56,2,14,3.102315589173035,258,jpeg,1.470707645441336,1.4834624092575166,0.5259322905206516,22,1252,3.102315589173035,5.034391484114737,26.86039754066192,10.278230557911579,,,14.406150609377121,3.3461092582024823,,,
standard,E_full_k14,56,2,14,3.102315589173035,258,jpeg,1.5907145391495852,1.5945833455477558,0.4872492841472611,20,1251,3.102315589173035,5.034391484114737,26.86039754066192,10.278230557911579,,,14.406150609377121,3.3461092582024823,,,
standard,E_full_k14_lam28,56,2,14,3.102315589173035,258,jpeg,2.0921038464752253,2.116973889108153,0.32563152060461253,15,1244,3.102315589173035,5.034391484114737,26.86039754066192,10.278230557911579,,,14.406150609377121,3.3461092582024823,,,
robust,E_sep_k14,56,2,14,5.668682266491961,243,blur,1.4834847673837892,1.493655657725846,0.7383016550155249,23,1284,,5.668682266491961,16.673146833121056,6.235680835247835,,,,5.705821303558315,,,7.712516983659832
robust,E_full_k14,56,2,14,5.668682266491961,243,blur,1.6606750899840264,1.6727000643811523,0.7070438927578617,21,1267,,5.668682266491961,16.673146833121056,6.235680835247835,,,,5.705821303558315,,,7.712516983659832
robust,E_full_k14_lam28,56,2,14,5.668682266491961,243,blur,1.6128701827452774,1.6128701827452774,0.7154770532335031,17,1282,,5.668682266491961,16.673146833121056,6.235680835247835,,,,5.705821303558315,,,7.712516983659832
standard,E_sep_k14,57,1,14,1.9356154225298015,302,fractal_random,1.2393891714173595,1.2393891714173595,0.3596924487212917,18,1205,2.7046689455169517,2.1773378537775274,20.60128413249076,8.12018012131653,8.120292575390708,,15.05166414361607,1.9356154225298015,,,
standard,E_full_k14,57,1,14,1.9356154225298015,302,fractal_random,1.245337420057143,1.2536617256262756,0.3566193957942752,18,1204,2.7046689455169517,2.1773378537775274,20.60128413249076,8.12018012131653,8.120292575390708,,15.05166414361607,1.9356154225298015,,,
standard,E_full_k14_lam28,57,1,14,1.9356154225298015,302,fractal_random,1.3883482571012022,1.546797329948021,0.28273548508584134,13,1225,2.7046689455169517,2.1773378537775274,20.60128413249076,8.12018012131653,8.120292575390708,,15.05166414361607,1.9356154225298015,,,
robust,E_sep_k14,57,1,14,3.9395490465859324,292,blur,3.6260572687687094,3.6260572687687094,0.07957554890423292,17,1210,4.319777732178715,3.9395490465859324,14.127147044077173,5.82425834161842,5.824274726617641,,,5.80584975520115,,,
robust,E_full_k14,57,1,14,3.9395490465859324,292,blur,3.9060900720962817,4.008666236937223,0.008493097584010725,12,1214,4.319777732178715,3.9395490465859324,14.127147044077173,5.82425834161842,5.824274726617641,,,5.80584975520115,,,
robust,E_full_k14_lam28,57,1,14,3.9395490465859324,292,blur,3.853824173945133,4.4809580587330125,0.021760072441562795,12,1235,4.319777732178715,3.9395490465859324,14.127147044077173,5.82425834161842,5.824274726617641,,,5.80584975520115,,,
standard,E_sep_k14,58,2,14,3.0197970081709093,258,fractal_random,1.872876693993898,1.911913602284325,0.37980046707566645,19,1268,4.983636412789896,4.022984751054653,20.04939962085815,14.12201807860537,,,14.68926495169555,3.0197970081709093,,,
standard,E_full_k14,58,2,14,3.0197970081709093,258,fractal_random,1.959367615569727,2.0057208907706148,0.3511591639212479,16,1258,4.983636412789896,4.022984751054653,20.04939962085815,14.12201807860537,,,14.68926495169555,3.0197970081709093,,,
standard,E_full_k14_lam28,58,2,14,3.0197970081709093,258,fractal_random,1.9163859780591144,1.9483649429380467,0.3653924509250809,14,1269,4.983636412789896,4.022984751054653,20.04939962085815,14.12201807860537,,,14.68926495169555,3.0197970081709093,,,
robust,E_sep_k14,58,2,14,7.038991865372175,249,jpeg,6.6617000670211715,6.6617000670211715,0.05360026060082041,14,1262,7.038991865372175,7.2803405578818845,14.167569376859138,13.324908089271776,,,,9.549107861098095,,,
robust,E_full_k14,58,2,14,7.038991865372175,249,jpeg,6.599704387584671,6.696306081578225,0.062407726303612854,15,1272,7.038991865372175,7.2803405578818845,14.167569376859138,13.324908089271776,,,,9.549107861098095,,,
robust,E_full_k14_lam28,58,2,14,7.038991865372175,249,jpeg,6.671625145120241,6.829496221613505,0.05219024645548589,12,1258,7.038991865372175,7.2803405578818845,14.167569376859138,13.324908089271776,,,,9.549107861098095,,,
standard,E_sep_k14,59,3,14,2.579314065789891,260,sharpen,1.0033266652539778,1.013586189925337,0.6110102765067044,22,1252,,5.6263448684440025,,15.256788981554982,,,3.413294839717779,2.968186732457134,2.579314065789891,,6.090086596145454
standard,E_full_k14,59,3,14,2.579314065789891,260,sharpen,0.9959054970816589,1.018413791084592,0.6138874632249671,19,1259,,5.6263448684440025,,15.256788981554982,,,3.413294839717779,2.968186732457134,2.579314065789891,,6.090086596145454
standard,E_full_k14_lam28,59,3,14,2.579314065789891,260,sharpen,1.0182929673748187,1.0759872442784528,0.6052078415417876,14,1267,,5.6263448684440025,,15.256788981554982,,,3.413294839717779,2.968186732457134,2.579314065789891,,6.090086596145454
robust,E_sep_k14,59,3,14,5.9462085157512545,157,contrast,2.1600114320737216,2.173098346228371,0.6367413913669622,23,1346,,7.053332908772984,,5.9462085157512545,,,,10.506991942715299,,,
robust,E_full_k14,59,3,14,5.9462085157512545,157,contrast,2.363018042049805,2.3708347438920034,0.6026008782251295,21,1357,,7.053332908772984,,5.9462085157512545,,,,10.506991942715299,,,
robust,E_full_k14_lam28,59,3,14,5.9462085157512545,157,contrast,2.1330496132511727,2.175016788012537,0.6412756788463078,16,1352,,7.053332908772984,,5.9462085157512545,,,,10.506991942715299,,,
standard,E_sep_k14,60,7,14,1.158031862499109,392,fractal_random,0.9796051392826566,1.0002122190038474,0.15407755951670954,13,1118,2.1829396474787663,2.768770008461083,19.49721284047882,10.797901533059617,10.798220199780847,,3.789324695713703,1.158031862499109,9.209497850292859,,11.758059954649132
standard,E_full_k14,60,7,14,1.158031862499109,392,fractal_random,1.0883916704555219,1.1045590794846574,0.06013668043062222,15,1116,2.1829396474787663,2.768770008461083,19.49721284047882,10.797901533059617,10.798220199780847,,3.789324695713703,1.158031862499109,9.209497850292859,,11.758059954649132
standard,E_full_k14_lam28,60,7,14,1.158031862499109,392,fractal_random,1.002946074775305,1.0221426843949377,0.13392186583633264,13,1135,2.1829396474787663,2.768770008461083,19.49721284047882,10.797901533059617,10.798220199780847,,3.789324695713703,1.158031862499109,9.209497850292859,,11.758059954649132
robust,E_sep_k14,60,7,14,4.057203476150216,291,jpeg,3.0445405910220065,3.058621330158292,0.24959627760377967,18,1230,4.057203476150216,4.1864648342685316,18.450069614825374,9.032983981449584,9.033072926781866,,,6.75835726892,,,
robust,E_full_k14,60,7,14,4.057203476150216,291,jpeg,3.1465205907029725,3.1465205907029725,0.22446073774721512,15,1220,4.057203476150216,4.1864648342685316,18.450069614825374,9.032983981449584,9.033072926781866,,,6.75835726892,,,
robust,E_full_k14_lam28,60,7,14,4.057203476150216,291,jpeg,3.0835714353047488,3.1661201048827623,0.23997614282074983,15,1230,4.057203476150216,4.1864648342685316,18.450069614825374,9.032983981449584,9.033072926781866,,,6.75835726892,,,
standard,E_sep_k14,61,2,14,0.4316868022237862,301,jpeg,0.257591637093715,0.257591637093715,0.40329045093164634,17,1218,0.4316868022237862,0.5961460512286948,5.366039700688077,4.152782733442162,,4.761511965200487,7.355535171603384,1.4433047829190107,,,
standard,E_full_k14,61,2,14,0.4316868022237862,301,jpeg,0.27710391806988066,0.27710391806988066,0.35809036402685723,16,1206,0.4316868022237862,0.5961460512286948,5.366039700688077,4.152782733442162,,4.761511965200487,7.355535171603384,1.4433047829190107,,,
standard,E_full_k14_lam28,61,2,14,0.4316868022237862,301,jpeg,0.2681441324777137,0.2696673612186057,0.3788456559329606,14,1212,0.4316868022237862,0.5961460512286948,5.366039700688077,4.152782733442162,,4.761511965200487,7.355535171603384,1.4433047829190107,,,
robust,E_sep_k14,61,2,14,2.3476335973510016,356,blur,1.7846812812862598,1.7908917599564147,0.239795646433055,17,1169,3.7674295133087594,2.3476335973510016,5.499012670450797,6.370771535739366,,4.908055928809251,7.758027956033423,3.2737045729398915,,,16.885962802305613
robust,E_full_k14,61,2,14,2.3476335973510016,356,blur,2.118159673479473,2.1617493564237953,0.09774690740942711,8,1170,3.7674295133087594,2.3476335973510016,5.499012670450797,6.370771535739366,,4.908055928809251,7.758027956033423,3.2737045729398915,,,16.885962802305613
