model,arm,image_idx,y_true,k_total,phase1_l2,phase1_queries,winning_corruption,best_l2,final_l2,IR_phase3,n_gens,queries_phase3,p1_jpeg,p1_blur,p1_brightness,p1_contrast,p1_inversion,p1_hue_shift,p1_posterize,p1_fractal_random,p1_sharpen,p1_saturation,p1_gamma
standard,E_full_k14_lam28,3,0,14,0.7248309620860584,140,fractal_random,0.5739196574716344,0.5878052322340835,0.2082020671138306,16,1374,,,9.212756418324712,,,1.782694688212888,,0.7248309620860584,,,
robust,E_sep_k14,3,0,14,4.079631842928801,201,blur,3.7215619250165806,3.7230847382042667,0.0877701546851246,16,1324,,4.079631842928801,15.90317961107611,8.517916868605251,,,,6.500246873496045,,,
robust,E_full_k14,3,0,14,4.079631842928801,201,blur,3.9587305837896247,3.9587305837896247,0.02963533568567812,16,1326,,4.079631842928801,15.90317961107611,8.517916868605251,,,,6.500246873496045,,,
robust,E_full_k14_lam28,3,0,14,4.079631842928801,201,blur,3.8998116832156855,4.030214052854228,0.044077545875811565,13,1313,,4.079631842928801,15.90317961107611,8.517916868605251,,,,6.500246873496045,,,
standard,E_sep_k14,4,6,14,3.045106184899541,248,blur,3.0375032060317837,3.198856576234287,0.0024967861237351987,13,1268,3.252390777547669,3.045106184899541,21.445141310458837,7.476191905448603,,,,8.536350022939411,,,
standard,E_full_k14,4,6,14,3.045106184899541,248,blur,2.935957563559347,3.0097756158426474,0.035843945896354694,17,1267,3.252390777547669,3.045106184899541,21.445141310458837,7.476191905448603,,,,8.536350022939411,,,
standard,E_full_k14_lam28,4,6,14,3.045106184899541,248,blur,2.9568829108830683,2.9594745660813944,0.028972150282957472,12,1266,3.252390777547669,3.045106184899541,21.445141310458837,7.476191905448603,,,,8.536350022939411,,,
robust,E_sep_k14,4,6,14,2.3075841040349974,339,blur,1.8636783859201467,1.8918459630491367,0.1923681643233049,19,1188,3.459938609770071,2.3075841040349974,10.971069565951016,4.136284525839102,4.136283410296345,,,6.228322503448819,,,20.879877904146195
robust,E_full_k14,4,6,14,2.3075841040349974,339,blur,1.9511250777651394,1.9586459005243828,0.1544728210107534,16,1166,3.459938609770071,2.3075841040349974,10.971069565951016,4.136284525839102,4.136283410296345,,,6.228322503448819,,,20.879877904146195
robust,E_full_k14_lam28,4,6,14,2.3075841040349974,339,blur,2.018175311845919,2.04593078794374,0.12541635716896452,14,1188,3.459938609770071,2.3075841040349974,10.971069565951016,4.136284525839102,4.136283410296345,,,6.228322503448819,,,20.879877904146195
standard,E_sep_k14,5,6,14,1.4655865711736362,265,blur,1.1410797879934604,1.1690699110950864,0.2214176832422202,14,1262,2.265352053353026,1.4655865711736362,24.35617128463247,8.63915536178763,,,9.338119713831718,5.267894363467138,,,
standard,E_full_k14,5,6,14,1.4655865711736362,265,blur,0.9963414338025324,1.0327687337735805,0.32017565294374534,14,1253,2.265352053353026,1.4655865711736362,24.35617128463247,8.63915536178763,,,9.338119713831718,5.267894363467138,,,
standard,E_full_k14_lam28,5,6,14,1.4655865711736362,265,blur,1.1552409777924186,1.1985743378804088,0.2117552108386842,14,1247,2.265352053353026,1.4655865711736362,24.35617128463247,8.63915536178763,,,9.338119713831718,5.267894363467138,,,
robust,E_sep_k14,5,6,14,4.297843512296892,316,blur,4.13461538266587,4.452763786795867,0.03797907698686513,14,1189,5.369643804334283,4.297843512296892,13.091191997880316,5.9264368565822005,5.92647124569902,,,,,,17.926142567614285
robust,E_full_k14,5,6,14,4.297843512296892,316,blur,4.243092442207116,4.308325168759627,0.012739195816023473,11,1205,5.369643804334283,4.297843512296892,13.091191997880316,5.9264368565822005,5.92647124569902,,,,,,17.926142567614285
robust,E_full_k14_lam28,5,6,14,4.297843512296892,316,blur,4.222220940379901,4.537230869035468,0.01759546891379865,11,1211,5.369643804334283,4.297843512296892,13.091191997880316,5.9264368565822005,5.92647124569902,,,,,,17.926142567614285
standard,E_sep_k14,6,1,14,1.7695064097423872,304,jpeg,1.0745594436910137,1.0745594436910137,0.39273492439767255,18,1218,1.7695064097423872,1.9891287416654249,32.98126422530711,14.59847700478031,,,6.581366507248706,2.6477702402050673,,,13.568167683897766
standard,E_full_k14,6,1,14,1.7695064097423872,304,jpeg,1.1714787714329564,1.1714787714329564,0.33796296810051923,15,1220,1.7695064097423872,1.9891287416654249,32.98126422530711,14.59847700478031,,,6.581366507248706,2.6477702402050673,,,13.568167683897766
standard,E_full_k14_lam28,6,1,14,1.7695064097423872,304,jpeg,1.0826052906774237,1.0987731046349665,0.38818798015259276,14,1212,1.7695064097423872,1.9891287416654249,32.98126422530711,14.59847700478031,,,6.581366507248706,2.6477702402050673,,,13.568167683897766
robust,E_sep_k14,6,1,14,4.142088405406816,339,blur,3.7704812820497198,3.815145538591457,0.08971491841459107,15,1168,6.389309456748018,4.142088405406816,18.655573485511802,10.175372562783346,10.175263274876917,,,8.038660355280623,,,12.952178766256226
robust,E_full_k14,6,1,14,4.142088405406816,339,blur,3.741267551572448,3.830454731682171,0.09676781724676911,15,1169,6.389309456748018,4.142088405406816,18.655573485511802,10.175372562783346,10.175263274876917,,,8.038660355280623,,,12.952178766256226
robust,E_full_k14_lam28,6,1,14,4.142088405406816,339,blur,3.8662391951896202,3.876147750740045,0.06659664961692267,11,1177,6.389309456748018,4.142088405406816,18.655573485511802,10.175372562783346,10.175263274876917,,,8.038660355280623,,,12.952178766256226
standard,E_sep_k14,7,6,14,1.293167048731106,356,jpeg,1.11107654735708,1.1143960561591988,0.1408097287606412,14,1156,1.293167048731106,1.431652686504059,26.970131695559893,9.677959075275988,9.677822493712938,,8.237856651561058,3.565378041244727,,,15.14718976314525
