model,arm,phase1_type,phase3_cfg,image_idx,y_true,phase1_l2_uniform,phase1_l2,phase1_queries,winning_corruption,jpeg_l2,blur_l2,fractal_l2,best_l2,final_l2,IR_phase3,IR_total,n_gens,queries_phase3
standard,C,corruption,lam28_xi1.0_tau3,108,8,2.6257418196968003,1.6550600926575387,133,blur,3.510211455510692,1.6550600926575387,2.9110618622969398,1.6550600926575387,1.6718600863096815,0.0,0.3696790445114471,2,1393
standard,D,corruption,lam14_xi0.75_tau3,108,8,2.6257418196968003,1.6550600926575387,133,blur,3.510211455510692,1.6550600926575387,2.9110618622969398,1.6400753104547268,1.6400753104547268,0.009053920319443399,0.3753859202181159,26,1391
robust,A,uniform,lam28_xi1.0_tau3,108,8,4.626342311556557,4.626342311556557,27,,,,,3.9610128019105555,3.9610128019105555,0.14381329024962436,0.14381329024962436,15,1500
robust,B,uniform,lam14_xi0.75_tau3,108,8,4.626342311556557,4.626342311556557,27,,,,,4.3217987005182295,4.337511442637713,0.06582816197529967,0.06582816197529967,9,1499
robust,C,corruption,lam28_xi1.0_tau3,108,8,4.626342311556557,4.893529989973158,45,fractal,,,4.893529989973158,3.808078983141697,3.81044229389119,0.22181349844704124,0.17687046770638787,18,1458
robust,D,corruption,lam14_xi0.75_tau3,108,8,4.626342311556557,4.893529989973158,45,fractal,,,4.893529989973158,4.868942978053513,4.880307842589596,0.005024391792841381,-0.052438978821550374,9,1481
standard,A,uniform,lam28_xi1.0_tau3,109,1,5.239633802395829,5.239633802395829,27,,,,,4.193981871696101,4.194451852430699,0.1995658418383366,0.1995658418383366,19,1499
standard,B,uniform,lam14_xi0.75_tau3,109,1,5.239633802395829,5.239633802395829,27,,,,,4.009001465922849,4.009001465922849,0.2348699132199414,0.2348699132199414,25,1499
standard,C,corruption,lam28_xi1.0_tau3,109,1,5.239633802395829,3.2689033823289693,141,blur,4.8406443483167925,3.2689033823289693,5.058537224392694,2.822925434210912,2.822925434210912,0.13643044653106728,0.4612361205624474,19,1378
standard,D,corruption,lam14_xi0.75_tau3,109,1,5.239633802395829,3.2689033823289693,141,blur,4.8406443483167925,3.2689033823289693,5.058537224392694,3.1266653032927594,3.142484817492478,0.04351247571436959,0.40326644547886387,7,1385
robust,A,uniform,lam28_xi1.0_tau3,109,1,6.317793495673171,6.317793495673171,27,,,,,6.228596006230092,6.417577211596547,0.0141184559932463,0.0141184559932463,14,1500
robust,B,uniform,lam14_xi0.75_tau3,109,1,6.317793495673171,6.317793495673171,27,,,,,6.129379897768484,6.136235597558265,0.029822690158158055,0.029822690158158055,12,1499
robust,C,corruption,lam28_xi1.0_tau3,109,1,6.317793495673171,5.084754047154322,140,blur,6.812346069118275,5.084754047154322,6.781580757064235,5.084754047154322,5.110035334621413,0.0,0.19516931811134897,2,1386
robust,D,corruption,lam14_xi0.75_tau3,109,1,6.317793495673171,5.084754047154322,140,blur,6.812346069118275,5.084754047154322,6.781580757064235,5.084754047154322,5.098625205221741,0.0,0.19516931811134897,2,1386
standard,A,uniform,lam28_xi1.0_tau3,110,2,20.025070760260135,20.025070760260135,32,,,,,10.007153954955363,10.058316715840618,0.500268734389962,0.500268734389962,24,1495
standard,B,uniform,lam14_xi0.75_tau3,110,2,20.025070760260135,20.025070760260135,32,,,,,17.212219781357245,17.212219781357245,0.14046646888684203,0.14046646888684203,9,1494
standard,C,corruption,lam28_xi1.0_tau3,110,2,20.025070760260135,2.2347474812087196,90,blur,,2.2347474812087196,4.594226112937151,2.2347474812087196,2.2501260651804396,0.0,0.8884025176258757,2,1436
standard,D,corruption,lam14_xi0.75_tau3,110,2,20.025070760260135,2.2347474812087196,90,blur,,2.2347474812087196,4.594226112937151,2.2276526294051155,2.2276526294051155,0.0031747890369101567,0.8887568160894641,26,1436
robust,C,corruption,lam28_xi1.0_tau3,110,2,,3.5370620702168165,95,blur,,3.5370620702168165,6.7467065151644094,3.5370620702168165,3.5983377300539034,0.0,,5,1431
robust,D,corruption,lam14_xi0.75_tau3,110,2,,3.5370620702168165,95,blur,,3.5370620702168165,6.7467065151644094,3.5278535954763006,3.573212986030017,0.0026034246947641004,,16,1428
standard,A,uniform,lam28_xi1.0_tau3,111,8,2.4332394600804617,2.4332394600804617,27,,,,,2.4197942572278746,2.4277994219185435,0.005525638998203037,0.005525638998203037,6,1499
standard,B,uniform,lam14_xi0.75_tau3,111,8,2.4332394600804617,2.4332394600804617,27,,,,,2.244439313973719,2.2462753586772664,0.07759209449139033,0.07759209449139033,6,1499
standard,C,corruption,lam28_xi1.0_tau3,111,8,2.4332394600804617,1.3184291629019826,130,blur,2.0019995422661743,1.3184291629019826,1.8868582877908333,1.315661147748751,1.3192727104550421,0.0020994796164391636,0.4592964772545465,20,1397
standard,D,corruption,lam14_xi0.75_tau3,111,8,2.4332394600804617,1.3184291629019826,130,blur,2.0019995422661743,1.3184291629019826,1.8868582877908333,1.313271969394384,1.313271969394384,0.003911619715880099,0.46027836925225724,23,1385
robust,A,uniform,lam28_xi1.0_tau3,111,8,5.645495767908202,5.645495767908202,27,,,,,4.998744725820346,5.0198997548777795,0.11456053970747965,0.11456053970747965,9,1499
robust,B,uniform,lam14_xi0.75_tau3,111,8,5.645495767908202,5.645495767908202,27,,,,,4.764253221465426,4.765414053999752,0.15609657374152971,0.15609657374152971,17,1499
robust,C,corruption,lam28_xi1.0_tau3,111,8,5.645495767908202,5.526838952055748,49,fractal,,,5.526838952055748,5.526838952055748,5.62884369150338,0.0,0.021017962058701517,9,1477
robust,D,corruption,lam14_xi0.75_tau3,111,8,5.645495767908202,5.526838952055748,49,fractal,,,5.526838952055748,5.347532193223651,5.359893249007523,0.032442913641513416,0.05277899177222387,8,1477
standard,A,uniform,lam28_xi1.0_tau3,112,8,2.4304664487155834,2.4304664487155834,27,,,,,2.204628101810802,2.2071180524684713,0.09291975498124198,0.09291975498124198,5,1499
standard,B,uniform,lam14_xi0.75_tau3,112,8,2.4304664487155834,2.4304664487155834,27,,,,,2.0889433220075544,2.0889435869588553,0.14051752365827228,0.14051752365827228,4,1499
standard,C,corruption,lam28_xi1.0_tau3,112,8,2.4304664487155834,1.7335519068031833,134,blur,3.9042042112849744,1.7335519068031833,2.5959068549723936,1.7335519068031833,1.7522958947894234,0.0,0.2867410666296978,2,1392
standard,D,corruption,lam14_xi0.75_tau3,112,8,2.4304664487155834,1.7335519068031833,134,blur,3.9042042112849744,1.7335519068031833,2.5959068549723936,1.7287783911970247,1.734684929503241,0.0027536040815537744,0.28870509933983096,24,1393
robust,A,uniform,lam28_xi1.0_tau3,112,8,3.9788313613696147,3.9788313613696147,27,,,,,3.7612237020071984,3.860079043348832,0.05469135019774003,0.05469135019774003,16,1478
robust,B,uniform,lam14_xi0.75_tau3,112,8,3.9788313613696147,3.9788313613696147,27,,,,,3.8451613841313947,3.8451613841313947,0.0335952859264202,0.0335952859264202,14,1499
robust,C,corruption,lam28_xi1.0_tau3,112,8,3.9788313613696147,3.8985068039808355,44,fractal,,,3.8985068039808355,3.7647856893765663,3.780967667494168,0.03430059797964804,0.0537961156311406,16,1478
robust,D,corruption,lam14_xi0.75_tau3,112,8,3.9788313613696147,3.8985068039808355,44,fractal,,,3.8985068039808355,3.6135101043600737,3.6135101043600737,0.07310406623626936,0.09181622034963255,18,1466
standard,A,uniform,lam28_xi1.0_tau3,113,3,3.451276655700733,3.451276655700733,27,,,,,1.1104685115362132,1.1117364646511598,0.6782441333116633,0.6782441333116633,18,1499
standard,B,uniform,lam14_xi0.75_tau3,113,3,3.451276655700733,3.451276655700733,27,,,,,1.6595918276487571,1.6599778561192313,0.5191368316105622,0.5191368316105622,21,1499
standard,C,corruption,lam28_xi1.0_tau3,113,3,3.451276655700733,2.888716254927103,40,fractal,,,2.888716254927103,1.0211227744301385,1.0211227744301385,0.6465133006094063,0.7041318687844182,21,1487
standard,D,corruption,lam14_xi0.75_tau3,113,3,3.451276655700733,2.888716254927103,40,fractal,,,2.888716254927103,0.8782871095041427,0.8782871095041427,0.6959593701852498,0.745518195983098,28,1487
robust,A,uniform,lam28_xi1.0_tau3,113,3,7.3385384115055325,7.3385384115055325,27,,,,,6.835876347922666,6.835876347922666,0.06849620938071013,0.06849620938071013,20,1485
robust,B,uniform,lam14_xi0.75_tau3,113,3,7.3385384115055325,7.3385384115055325,27,,,,,7.3385384115055325,7.364895702037425,0.0,0.0,2,1499
robust,C,corruption,lam28_xi1.0_tau3,113,3,7.3385384115055325,8.836891336039164,98,blur,,8.836891336039164,9.312885060644568,5.7736252340334095,5.782766086378534,0.3466452155536813,0.21324589308119113,23,1428
robust,D,corruption,lam14_xi0.75_tau3,113,3,7.3385384115055325,8.836891336039164,98,blur,,8.836891336039164,9.312885060644568,5.690191181718116,5.690191181718116,0.3560867769741582,0.22461519411046477,22,1425
standard,A,uniform,lam28_xi1.0_tau3,114,2,2.2935882870065565,2.2935882870065565,27,,,,,1.591668632253002,1.6065747398329626,0.3060355944133525,0.3060355944133525,21,1500
standard,B,uniform,lam14_xi0.75_tau3,114,2,2.2935882870065565,2.2935882870065565,27,,,,,1.9617807966127332,1.9617807966127332,0.1446674158014981,0.1446674158014981,26,1473
standard,C,corruption,lam28_xi1.0_tau3,114,2,2.2935882870065565,1.7761046627963464,133,fractal,2.028082595180713,2.0270328003732043,1.7761046627963464,1.326602865225119,1.3397902477021622,0.25308294437081197,0.42160374957420305,20,1394
standard,D,corruption,lam14_xi0.75_tau3,114,2,2.2935882870065565,1.7761046627963464,133,fractal,2.028082595180713,2.0270328003732043,1.7761046627963464,1.3531952158901481,1.3531952158901481,0.23811065629452174,0.41000953677861196,24,1377
robust,C,corruption,lam28_xi1.0_tau3,114,2,,6.16111295709169,118,blur,6.279542572251176,6.16111295709169,,5.065954006075195,5.249696473736986,0.17775342842171435,,13,1409
robust,D,corruption,lam14_xi0.75_tau3,114,2,,6.16111295709169,118,blur,6.279542572251176,6.16111295709169,,4.824591057793511,4.826435358308356,0.21692864724380484,,14,1408
standard,A,uniform,lam28_xi1.0_tau3,115,4,4.7525887087727785,4.7525887087727785,27,,,,,4.7525887087727785,4.752807106870993,0.0,0.0,2,1499
standard,B,uniform,lam14_xi0.75_tau3,115,4,4.7525887087727785,4.7525887087727785,27,,,,,2.740976214911078,2.741529258184623,0.4232666904561877,0.4232666904561877,23,1499
standard,C,corruption,lam28_xi1.0_tau3,115,4,4.7525887087727785,2.248400643975329,135,jpeg,2.248400643975329,2.373388758738318,3.128249107451333,2.246598058143636,2.2467668341014337,0.000801719140457956,0.5272896108184888,6,1391
standard,D,corruption,lam14_xi0.75_tau3,115,4,4.7525887087727785,2.248400643975329,135,jpeg,2.248400643975329,2.373388758738318,3.128249107451333,2.1236076775937596,2.131828927624977,0.05550299352384394,0.5531682188964083,21,1392
robust,A,uniform,lam28_xi1.0_tau3,115,4,7.959841365143386,7.959841365143386,27,,,,,7.698633105835011,7.727629512681328,0.03281576193870157,0.03281576193870157,15,1490
robust,B,uniform,lam14_xi0.75_tau3,115,4,7.959841365143386,7.959841365143386,27,,,,,7.034611284591103,7.080173436810241,0.1162372512351716,0.1162372512351716,19,1474
robust,C,corruption,lam28_xi1.0_tau3,115,4,7.959841365143386,8.414279030740609,51,fractal,,,8.414279030740609,7.694039363164993,7.868353800478235,0.08559731201500474,0.0333928767905294,15,1476
robust,D,corruption,lam14_xi0.75_tau3,115,4,7.959841365143386,8.414279030740609,51,fractal,,,8.414279030740609,8.005915264629849,8.017712514921758,0.048532234861578726,-0.0057882936823619655,15,1473
standard,A,uniform,lam28_xi1.0_tau3,116,1,5.3361657855420646,5.3361657855420646,27,,,,,3.7621961094625704,3.7621961094625704,0.2949626640806486,0.2949626640806486,18,1499
standard,B,uniform,lam14_xi0.75_tau3,116,1,5.3361657855420646,5.3361657855420646,27,,,,,3.8780381382330904,3.878109980828127,0.2732538129268135,0.2732538129268135,23,1494
standard,C,corruption,lam28_xi1.0_tau3,116,1,5.3361657855420646,2.6528386048592605,134,jpeg,2.6528386048592605,4.8467798229458445,4.231352766853572,2.6528236355025636,2.665582354745194,5.642769473216487e-06,0.5028595920519959,3,1392
standard,D,corruption,lam14_xi0.75_tau3,116,1,5.3361657855420646,2.6528386048592605,134,jpeg,2.6528386048592605,4.8467798229458445,4.231352766853572,2.411870963098529,2.411870963098529,0.09083388688604957,0.5480142371825647,25,1390
robust,A,uniform,lam28_xi1.0_tau3,116,1,9.292814045280995,9.292814045280995,27,,,,,8.839982299714638,8.900950191028262,0.04872923781320152,0.04872923781320152,14,1498
robust,B,uniform,lam14_xi0.75_tau3,116,1,9.292814045280995,9.292814045280995,27,,,,,8.55676233331598,8.55676233331598,0.07920654694890734,0.07920654694890734,8,1499
robust,C,corruption,lam28_xi1.0_tau3,116,1,9.292814045280995,6.90612263236469,140,blur,7.412888404397927,6.90612263236469,8.126002361730588,6.90612263236469,6.942512230711371,0.0,0.25683193500770585,5,1386
